Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_XG>,I know that John humiliated David last year and stopped talking to lately,False,No Set,lately,67,73
<S_XG>,I know that Brandon humiliated David last year and stopped talking to lately,False,No Set,lately,70,76
<S_XG>,I know that William humiliated David last year and stopped talking to lately,False,No Set,lately,70,76
<S_XG>,I know that Nicole humiliated David last year and stopped talking to lately,False,Training,lately,69,75
<S_XG>,I know that Eric humiliated David last year and stopped talking to lately,False,Training,lately,67,73
<S_XG>,I know that Melissa humiliated David last year and stopped talking to lately,False,Training,lately,70,76
<S_XG>,I know that Timothy humiliated David last year and stopped talking to lately,False,Training,lately,70,76
<S_XG>,I know that Michael talked to Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that Ashley talked to Christopher last year and fell in love with lately,False,No Set,lately,73,79
<S_XG>,I know that Daniel talked to Christopher last year and fell in love with lately,False,No Set,lately,73,79
<S_XG>,I know that John talked to Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Brandon talked to Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that William talked to Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that Nicole talked to Christopher last year and fell in love with lately,False,No Set,lately,73,79
<S_XG>,I know that Eric talked to Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Melissa talked to Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that Timothy talked to Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that Michael called Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Ashley called Christopher last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that Daniel called Christopher last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that John called Christopher last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Brandon called Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that William called Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Nicole called Christopher last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that Eric called Christopher last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Melissa called Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Timothy called Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Michael texted Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Ashley texted Christopher last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that Daniel texted Christopher last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that John texted Christopher last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Brandon texted Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that William texted Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Nicole texted Christopher last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that Eric texted Christopher last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Melissa texted Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Timothy texted Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Michael yelled at Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that Ashley yelled at Christopher last year and fell in love with lately,False,No Set,lately,73,79
<S_XG>,I know that Daniel yelled at Christopher last year and fell in love with lately,False,No Set,lately,73,79
<S_XG>,I know that John yelled at Christopher last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Brandon yelled at Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that William yelled at Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that Nicole yelled at Christopher last year and fell in love with lately,False,Training,lately,73,79
<S_XG>,I know that Eric yelled at Christopher last year and fell in love with lately,False,Training,lately,71,77
<S_XG>,I know that Melissa yelled at Christopher last year and fell in love with lately,False,Training,lately,74,80
<S_XG>,I know that Timothy yelled at Christopher last year and fell in love with lately,False,Training,lately,74,80
<S_XG>,I know that Michael humiliated Christopher last year and fell in love with lately,False,No Set,lately,75,81
<S_XG>,I know that Ashley humiliated Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that Daniel humiliated Christopher last year and fell in love with lately,False,No Set,lately,74,80
<S_XG>,I know that John humiliated Christopher last year and fell in love with lately,False,No Set,lately,72,78
<S_XG>,I know that Brandon humiliated Christopher last year and fell in love with lately,False,No Set,lately,75,81
<S_XG>,I know that William humiliated Christopher last year and fell in love with lately,False,No Set,lately,75,81
<S_XG>,I know that Nicole humiliated Christopher last year and fell in love with lately,False,Training,lately,74,80
<S_XG>,I know that Eric humiliated Christopher last year and fell in love with lately,False,Training,lately,72,78
<S_XG>,I know that Melissa humiliated Christopher last year and fell in love with lately,False,Training,lately,75,81
<S_XG>,I know that Timothy humiliated Christopher last year and fell in love with lately,False,Training,lately,75,81
<S_XG>,I know that Michael talked to Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Ashley talked to Jennifer last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that Daniel talked to Jennifer last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that John talked to Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Brandon talked to Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that William talked to Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Nicole talked to Jennifer last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that Eric talked to Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Melissa talked to Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Timothy talked to Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Michael called Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Ashley called Jennifer last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that Daniel called Jennifer last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that John called Jennifer last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Brandon called Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that William called Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Nicole called Jennifer last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that Eric called Jennifer last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Melissa called Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Timothy called Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Michael texted Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Ashley texted Jennifer last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that Daniel texted Jennifer last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that John texted Jennifer last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Brandon texted Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that William texted Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Nicole texted Jennifer last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that Eric texted Jennifer last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Melissa texted Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Timothy texted Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Michael yelled at Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Ashley yelled at Jennifer last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that Daniel yelled at Jennifer last year and fell in love with lately,False,No Set,lately,70,76
<S_XG>,I know that John yelled at Jennifer last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Brandon yelled at Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that William yelled at Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Nicole yelled at Jennifer last year and fell in love with lately,False,Training,lately,70,76
<S_XG>,I know that Eric yelled at Jennifer last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Melissa yelled at Jennifer last year and fell in love with lately,False,Training,lately,71,77
<S_XG>,I know that Timothy yelled at Jennifer last year and fell in love with lately,False,Training,lately,71,77
<S_XG>,I know that Michael humiliated Jennifer last year and fell in love with lately,False,No Set,lately,72,78
<S_XG>,I know that Ashley humiliated Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that Daniel humiliated Jennifer last year and fell in love with lately,False,No Set,lately,71,77
<S_XG>,I know that John humiliated Jennifer last year and fell in love with lately,False,No Set,lately,69,75
<S_XG>,I know that Brandon humiliated Jennifer last year and fell in love with lately,False,No Set,lately,72,78
<S_XG>,I know that William humiliated Jennifer last year and fell in love with lately,False,No Set,lately,72,78
<S_XG>,I know that Nicole humiliated Jennifer last year and fell in love with lately,False,Training,lately,71,77
<S_XG>,I know that Eric humiliated Jennifer last year and fell in love with lately,False,Training,lately,69,75
<S_XG>,I know that Melissa humiliated Jennifer last year and fell in love with lately,False,Training,lately,72,78
<S_XG>,I know that Timothy humiliated Jennifer last year and fell in love with lately,False,Training,lately,72,78
<S_XG>,I know that Michael talked to David last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Ashley talked to David last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that Daniel talked to David last year and fell in love with lately,False,No Set,lately,67,73
<S_XG>,I know that John talked to David last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Brandon talked to David last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that William talked to David last year and fell in love with lately,False,No Set,lately,68,74
<S_XG>,I know that Nicole talked to David last year and fell in love with lately,False,Training,lately,67,73
<S_XG>,I know that Eric talked to David last year and fell in love with lately,False,Training,lately,65,71
<S_XG>,I know that Melissa talked to David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Timothy talked to David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Michael called David last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Ashley called David last year and fell in love with lately,False,No Set,lately,64,70
<S_XG>,I know that Daniel called David last year and fell in love with lately,False,No Set,lately,64,70
<S_XG>,I know that John called David last year and fell in love with lately,False,No Set,lately,62,68
<S_XG>,I know that Brandon called David last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that William called David last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Nicole called David last year and fell in love with lately,False,Training,lately,64,70
<S_XG>,I know that Eric called David last year and fell in love with lately,False,Training,lately,62,68
<S_XG>,I know that Melissa called David last year and fell in love with lately,False,Training,lately,65,71
<S_XG>,I know that Timothy called David last year and fell in love with lately,False,Training,lately,65,71
<S_XG>,I know that Michael texted David last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Ashley texted David last year and fell in love with lately,False,No Set,lately,64,70
<S_XG>,I know that Daniel texted David last year and fell in love with lately,False,No Set,lately,64,70
<S_XG>,I know that John texted David last year and fell in love with lately,False,No Set,lately,62,68
<S_XG>,I know that Brandon texted David last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that William texted David last year and fell in love with lately,False,No Set,lately,65,71
<S_XG>,I know that Nicole texted David last year and fell in love with lately,False,Training,lately,64,70
<S_XG>,I know that Eric texted David last year and fell in love with lately,False,Training,lately,62,68
<S_XG>,I know that Melissa texted David last year and fell in love with lately,False,Training,lately,65,71
<S_XG>,I know that Timothy texted David last year and fell in love with lately,False,Training,lately,65,71
<S_XG>,I know that Michael yelled at David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Ashley yelled at David last year and fell in love with lately,False,Training,lately,67,73
<S_XG>,I know that Daniel yelled at David last year and fell in love with lately,False,Training,lately,67,73
<S_XG>,I know that John yelled at David last year and fell in love with lately,False,Training,lately,65,71
<S_XG>,I know that Brandon yelled at David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that William yelled at David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Nicole yelled at David last year and fell in love with lately,False,Training,lately,67,73
<S_XG>,I know that Eric yelled at David last year and fell in love with lately,False,Training,lately,65,71
<S_XG>,I know that Melissa yelled at David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Timothy yelled at David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Michael humiliated David last year and fell in love with lately,False,Training,lately,69,75
<S_XG>,I know that Ashley humiliated David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Daniel humiliated David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that John humiliated David last year and fell in love with lately,False,Training,lately,66,72
<S_XG>,I know that Brandon humiliated David last year and fell in love with lately,False,Training,lately,69,75
<S_XG>,I know that William humiliated David last year and fell in love with lately,False,Training,lately,69,75
<S_XG>,I know that Nicole humiliated David last year and fell in love with lately,False,Training,lately,68,74
<S_XG>,I know that Eric humiliated David last year and fell in love with lately,False,Training,lately,66,72
<S_XG>,I know that Melissa humiliated David last year and fell in love with lately,False,Training,lately,69,75
<S_XG>,I know that Timothy humiliated David last year and fell in love with lately,False,Training,lately,69,75
<S_XG>,I know that Michael talked to Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that Ashley talked to Christopher last year and started to like lately,False,No Set,lately,71,77
<S_XG>,I know that Daniel talked to Christopher last year and started to like lately,False,No Set,lately,71,77
<S_XG>,I know that John talked to Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Brandon talked to Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that William talked to Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that Nicole talked to Christopher last year and started to like lately,False,No Set,lately,71,77
<S_XG>,I know that Eric talked to Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Melissa talked to Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that Timothy talked to Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that Michael called Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Ashley called Christopher last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that Daniel called Christopher last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that John called Christopher last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Brandon called Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that William called Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Nicole called Christopher last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that Eric called Christopher last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Melissa called Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Timothy called Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Michael texted Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Ashley texted Christopher last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that Daniel texted Christopher last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that John texted Christopher last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Brandon texted Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that William texted Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Nicole texted Christopher last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that Eric texted Christopher last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Melissa texted Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Timothy texted Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Michael yelled at Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that Ashley yelled at Christopher last year and started to like lately,False,No Set,lately,71,77
<S_XG>,I know that Daniel yelled at Christopher last year and started to like lately,False,No Set,lately,71,77
<S_XG>,I know that John yelled at Christopher last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Brandon yelled at Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that William yelled at Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that Nicole yelled at Christopher last year and started to like lately,False,Training,lately,71,77
<S_XG>,I know that Eric yelled at Christopher last year and started to like lately,False,Training,lately,69,75
<S_XG>,I know that Melissa yelled at Christopher last year and started to like lately,False,Training,lately,72,78
<S_XG>,I know that Timothy yelled at Christopher last year and started to like lately,False,Training,lately,72,78
<S_XG>,I know that Michael humiliated Christopher last year and started to like lately,False,No Set,lately,73,79
<S_XG>,I know that Ashley humiliated Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that Daniel humiliated Christopher last year and started to like lately,False,No Set,lately,72,78
<S_XG>,I know that John humiliated Christopher last year and started to like lately,False,No Set,lately,70,76
<S_XG>,I know that Brandon humiliated Christopher last year and started to like lately,False,No Set,lately,73,79
<S_XG>,I know that William humiliated Christopher last year and started to like lately,False,No Set,lately,73,79
<S_XG>,I know that Nicole humiliated Christopher last year and started to like lately,False,Training,lately,72,78
<S_XG>,I know that Eric humiliated Christopher last year and started to like lately,False,Training,lately,70,76
<S_XG>,I know that Melissa humiliated Christopher last year and started to like lately,False,Training,lately,73,79
<S_XG>,I know that Timothy humiliated Christopher last year and started to like lately,False,Training,lately,73,79
<S_XG>,I know that Michael talked to Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Ashley talked to Jennifer last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that Daniel talked to Jennifer last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that John talked to Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Brandon talked to Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that William talked to Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Nicole talked to Jennifer last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that Eric talked to Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Melissa talked to Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Timothy talked to Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Michael called Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Ashley called Jennifer last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that Daniel called Jennifer last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that John called Jennifer last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Brandon called Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that William called Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Nicole called Jennifer last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that Eric called Jennifer last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Melissa called Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Timothy called Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Michael texted Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Ashley texted Jennifer last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that Daniel texted Jennifer last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that John texted Jennifer last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Brandon texted Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that William texted Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Nicole texted Jennifer last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that Eric texted Jennifer last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Melissa texted Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Timothy texted Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Michael yelled at Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Ashley yelled at Jennifer last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that Daniel yelled at Jennifer last year and started to like lately,False,No Set,lately,68,74
<S_XG>,I know that John yelled at Jennifer last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Brandon yelled at Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that William yelled at Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Nicole yelled at Jennifer last year and started to like lately,False,Training,lately,68,74
<S_XG>,I know that Eric yelled at Jennifer last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Melissa yelled at Jennifer last year and started to like lately,False,Training,lately,69,75
<S_XG>,I know that Timothy yelled at Jennifer last year and started to like lately,False,Training,lately,69,75
<S_XG>,I know that Michael humiliated Jennifer last year and started to like lately,False,No Set,lately,70,76
<S_XG>,I know that Ashley humiliated Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that Daniel humiliated Jennifer last year and started to like lately,False,No Set,lately,69,75
<S_XG>,I know that John humiliated Jennifer last year and started to like lately,False,No Set,lately,67,73
<S_XG>,I know that Brandon humiliated Jennifer last year and started to like lately,False,No Set,lately,70,76
<S_XG>,I know that William humiliated Jennifer last year and started to like lately,False,No Set,lately,70,76
<S_XG>,I know that Nicole humiliated Jennifer last year and started to like lately,False,Training,lately,69,75
<S_XG>,I know that Eric humiliated Jennifer last year and started to like lately,False,Training,lately,67,73
<S_XG>,I know that Melissa humiliated Jennifer last year and started to like lately,False,Training,lately,70,76
<S_XG>,I know that Timothy humiliated Jennifer last year and started to like lately,False,Training,lately,70,76
<S_XG>,I know that Michael talked to David last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Ashley talked to David last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that Daniel talked to David last year and started to like lately,False,No Set,lately,65,71
<S_XG>,I know that John talked to David last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Brandon talked to David last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that William talked to David last year and started to like lately,False,No Set,lately,66,72
<S_XG>,I know that Nicole talked to David last year and started to like lately,False,Training,lately,65,71
<S_XG>,I know that Eric talked to David last year and started to like lately,False,Training,lately,63,69
<S_XG>,I know that Melissa talked to David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Timothy talked to David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Michael called David last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Ashley called David last year and started to like lately,False,No Set,lately,62,68
<S_XG>,I know that Daniel called David last year and started to like lately,False,No Set,lately,62,68
<S_XG>,I know that John called David last year and started to like lately,False,No Set,lately,60,66
<S_XG>,I know that Brandon called David last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that William called David last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Nicole called David last year and started to like lately,False,Training,lately,62,68
<S_XG>,I know that Eric called David last year and started to like lately,False,Training,lately,60,66
<S_XG>,I know that Melissa called David last year and started to like lately,False,Training,lately,63,69
<S_XG>,I know that Timothy called David last year and started to like lately,False,Training,lately,63,69
<S_XG>,I know that Michael texted David last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Ashley texted David last year and started to like lately,False,No Set,lately,62,68
<S_XG>,I know that Daniel texted David last year and started to like lately,False,No Set,lately,62,68
<S_XG>,I know that John texted David last year and started to like lately,False,No Set,lately,60,66
<S_XG>,I know that Brandon texted David last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that William texted David last year and started to like lately,False,No Set,lately,63,69
<S_XG>,I know that Nicole texted David last year and started to like lately,False,Training,lately,62,68
<S_XG>,I know that Eric texted David last year and started to like lately,False,Training,lately,60,66
<S_XG>,I know that Melissa texted David last year and started to like lately,False,Training,lately,63,69
<S_XG>,I know that Timothy texted David last year and started to like lately,False,Training,lately,63,69
<S_XG>,I know that Michael yelled at David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Ashley yelled at David last year and started to like lately,False,Training,lately,65,71
<S_XG>,I know that Daniel yelled at David last year and started to like lately,False,Training,lately,65,71
<S_XG>,I know that John yelled at David last year and started to like lately,False,Training,lately,63,69
<S_XG>,I know that Brandon yelled at David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that William yelled at David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Nicole yelled at David last year and started to like lately,False,Training,lately,65,71
<S_XG>,I know that Eric yelled at David last year and started to like lately,False,Training,lately,63,69
<S_XG>,I know that Melissa yelled at David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Timothy yelled at David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Michael humiliated David last year and started to like lately,False,Training,lately,67,73
<S_XG>,I know that Ashley humiliated David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Daniel humiliated David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that John humiliated David last year and started to like lately,False,Training,lately,64,70
<S_XG>,I know that Brandon humiliated David last year and started to like lately,False,Training,lately,67,73
<S_XG>,I know that William humiliated David last year and started to like lately,False,Training,lately,67,73
<S_XG>,I know that Nicole humiliated David last year and started to like lately,False,Training,lately,66,72
<S_XG>,I know that Eric humiliated David last year and started to like lately,False,Training,lately,64,70
<S_XG>,I know that Melissa humiliated David last year and started to like lately,False,Training,lately,67,73
<S_XG>,I know that Timothy humiliated David last year and started to like lately,False,Training,lately,67,73
<S_FX>,I know who Michael talked to last year and argued with Matthew today,False,Test,Matthew,55,62
<S_FX>,I know who Ashley talked to last year and argued with Matthew today,False,Test,Matthew,54,61
<S_FX>,I know who Daniel talked to last year and argued with Matthew today,False,Test,Matthew,54,61
<S_FX>,I know who John talked to last year and argued with Matthew today,False,Test,Matthew,52,59
<S_FX>,I know who Brandon talked to last year and argued with Matthew today,False,Test,Matthew,55,62
<S_FX>,I know who William talked to last year and argued with Matthew today,False,Test,Matthew,55,62
<S_FX>,I know who Nicole talked to last year and argued with Matthew today,False,No Set,Matthew,54,61
<S_FX>,I know who Eric talked to last year and argued with Matthew today,False,No Set,Matthew,52,59
<S_FX>,I know who Melissa talked to last year and argued with Matthew today,False,No Set,Matthew,55,62
<S_FX>,I know who Timothy talked to last year and argued with Matthew today,False,No Set,Matthew,55,62
<S_FX>,I know who Michael called last year and argued with Matthew today,False,Test,Matthew,52,59
<S_FX>,I know who Ashley called last year and argued with Matthew today,False,Test,Matthew,51,58
<S_FX>,I know who Daniel called last year and argued with Matthew today,False,Test,Matthew,51,58
<S_FX>,I know who John called last year and argued with Matthew today,False,Test,Matthew,49,56
<S_FX>,I know who Brandon called last year and argued with Matthew today,False,Test,Matthew,52,59
<S_FX>,I know who William called last year and argued with Matthew today,False,Test,Matthew,52,59
<S_FX>,I know who Nicole called last year and argued with Matthew today,False,No Set,Matthew,51,58
<S_FX>,I know who Eric called last year and argued with Matthew today,False,No Set,Matthew,49,56
<S_FX>,I know who Melissa called last year and argued with Matthew today,False,No Set,Matthew,52,59
<S_FX>,I know who Timothy called last year and argued with Matthew today,False,No Set,Matthew,52,59
<S_FX>,I know who Michael texted last year and argued with Matthew today,False,Test,Matthew,52,59
<S_FX>,I know who Ashley texted last year and argued with Matthew today,False,Test,Matthew,51,58
<S_FX>,I know who Daniel texted last year and argued with Matthew today,False,Test,Matthew,51,58
<S_FX>,I know who John texted last year and argued with Matthew today,False,Test,Matthew,49,56
<S_FX>,I know who Brandon texted last year and argued with Matthew today,False,Test,Matthew,52,59
