Type,Sentence,Grammatical,Region Start,Region End,Critical String,Is Training
<S_XG>,I know that the attempt to repair the car eventually destroyed nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to fix the car eventually destroyed nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to overhaul the car eventually destroyed nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to rebuild the car eventually destroyed nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to repair the bike eventually destroyed nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to fix the bike eventually destroyed nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to overhaul the bike eventually destroyed nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to rebuild the bike eventually destroyed nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to repair the washing machine eventually destroyed nonetheless,False,75,86,nonetheless,
<S_XG>,I know that the attempt to fix the washing machine eventually destroyed nonetheless,False,72,83,nonetheless,
<S_XG>,I know that the attempt to overhaul the washing machine eventually destroyed nonetheless,False,77,88,nonetheless,
<S_XG>,I know that the attempt to rebuild the washing machine eventually destroyed nonetheless,False,76,87,nonetheless,
<S_XG>,I know that the attempt to repair the drier eventually destroyed nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to fix the drier eventually destroyed nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to overhaul the drier eventually destroyed nonetheless,False,67,78,nonetheless,
<S_XG>,I know that the attempt to rebuild the drier eventually destroyed nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to repair the ceiling eventually destroyed nonetheless,False,67,78,nonetheless,
<S_XG>,I know that the attempt to fix the ceiling eventually destroyed nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to overhaul the ceiling eventually destroyed nonetheless,False,69,80,nonetheless,
<S_XG>,I know that the attempt to rebuild the ceiling eventually destroyed nonetheless,False,68,79,nonetheless,
<S_XG>,I know that the attempt to repair the apartment eventually destroyed nonetheless,False,69,80,nonetheless,
<S_XG>,I know that the attempt to fix the apartment eventually destroyed nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to overhaul the apartment eventually destroyed nonetheless,False,71,82,nonetheless,
<S_XG>,I know that the attempt to rebuild the apartment eventually destroyed nonetheless,False,70,81,nonetheless,
<S_XG>,I know that the attempt to repair the car finally destroyed nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to fix the car finally destroyed nonetheless,False,57,68,nonetheless,
<S_XG>,I know that the attempt to overhaul the car finally destroyed nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to rebuild the car finally destroyed nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to repair the bike finally destroyed nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to fix the bike finally destroyed nonetheless,False,58,69,nonetheless,
<S_XG>,I know that the attempt to overhaul the bike finally destroyed nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to rebuild the bike finally destroyed nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to repair the washing machine finally destroyed nonetheless,False,72,83,nonetheless,
<S_XG>,I know that the attempt to fix the washing machine finally destroyed nonetheless,False,69,80,nonetheless,
<S_XG>,I know that the attempt to overhaul the washing machine finally destroyed nonetheless,False,74,85,nonetheless,
<S_XG>,I know that the attempt to rebuild the washing machine finally destroyed nonetheless,False,73,84,nonetheless,
<S_XG>,I know that the attempt to repair the drier finally destroyed nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to fix the drier finally destroyed nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to overhaul the drier finally destroyed nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to rebuild the drier finally destroyed nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to repair the ceiling finally destroyed nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to fix the ceiling finally destroyed nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to overhaul the ceiling finally destroyed nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to rebuild the ceiling finally destroyed nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to repair the apartment finally destroyed nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to fix the apartment finally destroyed nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to overhaul the apartment finally destroyed nonetheless,False,68,79,nonetheless,
<S_XG>,I know that the attempt to rebuild the apartment finally destroyed nonetheless,False,67,78,nonetheless,
<S_XG>,I know that the attempt to repair the car eventually ruined nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to fix the car eventually ruined nonetheless,False,57,68,nonetheless,
<S_XG>,I know that the attempt to overhaul the car eventually ruined nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to rebuild the car eventually ruined nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to repair the bike eventually ruined nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to fix the bike eventually ruined nonetheless,False,58,69,nonetheless,
<S_XG>,I know that the attempt to overhaul the bike eventually ruined nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to rebuild the bike eventually ruined nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to repair the washing machine eventually ruined nonetheless,False,72,83,nonetheless,
<S_XG>,I know that the attempt to fix the washing machine eventually ruined nonetheless,False,69,80,nonetheless,
<S_XG>,I know that the attempt to overhaul the washing machine eventually ruined nonetheless,False,74,85,nonetheless,
<S_XG>,I know that the attempt to rebuild the washing machine eventually ruined nonetheless,False,73,84,nonetheless,
<S_XG>,I know that the attempt to repair the drier eventually ruined nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to fix the drier eventually ruined nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to overhaul the drier eventually ruined nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to rebuild the drier eventually ruined nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to repair the ceiling eventually ruined nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to fix the ceiling eventually ruined nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to overhaul the ceiling eventually ruined nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to rebuild the ceiling eventually ruined nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to repair the apartment eventually ruined nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to fix the apartment eventually ruined nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to overhaul the apartment eventually ruined nonetheless,False,68,79,nonetheless,
<S_XG>,I know that the attempt to rebuild the apartment eventually ruined nonetheless,False,67,78,nonetheless,
<S_XG>,I know that the attempt to repair the car finally ruined nonetheless,False,57,68,nonetheless,
<S_XG>,I know that the attempt to fix the car finally ruined nonetheless,False,54,65,nonetheless,
<S_XG>,I know that the attempt to overhaul the car finally ruined nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to rebuild the car finally ruined nonetheless,False,58,69,nonetheless,
<S_XG>,I know that the attempt to repair the bike finally ruined nonetheless,False,58,69,nonetheless,
<S_XG>,I know that the attempt to fix the bike finally ruined nonetheless,False,55,66,nonetheless,
<S_XG>,I know that the attempt to overhaul the bike finally ruined nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to rebuild the bike finally ruined nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to repair the washing machine finally ruined nonetheless,False,69,80,nonetheless,
<S_XG>,I know that the attempt to fix the washing machine finally ruined nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to overhaul the washing machine finally ruined nonetheless,False,71,82,nonetheless,
<S_XG>,I know that the attempt to rebuild the washing machine finally ruined nonetheless,False,70,81,nonetheless,
<S_XG>,I know that the attempt to repair the drier finally ruined nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to fix the drier finally ruined nonetheless,False,56,67,nonetheless,
<S_XG>,I know that the attempt to overhaul the drier finally ruined nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to rebuild the drier finally ruined nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to repair the ceiling finally ruined nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to fix the ceiling finally ruined nonetheless,False,58,69,nonetheless,
<S_XG>,I know that the attempt to overhaul the ceiling finally ruined nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to rebuild the ceiling finally ruined nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to repair the apartment finally ruined nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to fix the apartment finally ruined nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to overhaul the apartment finally ruined nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to rebuild the apartment finally ruined nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to repair the car eventually wrecked nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to fix the car eventually wrecked nonetheless,False,58,69,nonetheless,
<S_XG>,I know that the attempt to overhaul the car eventually wrecked nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to rebuild the car eventually wrecked nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to repair the bike eventually wrecked nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to fix the bike eventually wrecked nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to overhaul the bike eventually wrecked nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to rebuild the bike eventually wrecked nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to repair the washing machine eventually wrecked nonetheless,False,73,84,nonetheless,
<S_XG>,I know that the attempt to fix the washing machine eventually wrecked nonetheless,False,70,81,nonetheless,
<S_XG>,I know that the attempt to overhaul the washing machine eventually wrecked nonetheless,False,75,86,nonetheless,
<S_XG>,I know that the attempt to rebuild the washing machine eventually wrecked nonetheless,False,74,85,nonetheless,
<S_XG>,I know that the attempt to repair the drier eventually wrecked nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to fix the drier eventually wrecked nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to overhaul the drier eventually wrecked nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to rebuild the drier eventually wrecked nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to repair the ceiling eventually wrecked nonetheless,False,65,76,nonetheless,
<S_XG>,I know that the attempt to fix the ceiling eventually wrecked nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to overhaul the ceiling eventually wrecked nonetheless,False,67,78,nonetheless,
<S_XG>,I know that the attempt to rebuild the ceiling eventually wrecked nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to repair the apartment eventually wrecked nonetheless,False,67,78,nonetheless,
<S_XG>,I know that the attempt to fix the apartment eventually wrecked nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to overhaul the apartment eventually wrecked nonetheless,False,69,80,nonetheless,
<S_XG>,I know that the attempt to rebuild the apartment eventually wrecked nonetheless,False,68,79,nonetheless,
<S_XG>,I know that the attempt to repair the car finally wrecked nonetheless,False,58,69,nonetheless,
<S_XG>,I know that the attempt to fix the car finally wrecked nonetheless,False,55,66,nonetheless,
<S_XG>,I know that the attempt to overhaul the car finally wrecked nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to rebuild the car finally wrecked nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to repair the bike finally wrecked nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to fix the bike finally wrecked nonetheless,False,56,67,nonetheless,
<S_XG>,I know that the attempt to overhaul the bike finally wrecked nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to rebuild the bike finally wrecked nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to repair the washing machine finally wrecked nonetheless,False,70,81,nonetheless,
<S_XG>,I know that the attempt to fix the washing machine finally wrecked nonetheless,False,67,78,nonetheless,
<S_XG>,I know that the attempt to overhaul the washing machine finally wrecked nonetheless,False,72,83,nonetheless,
<S_XG>,I know that the attempt to rebuild the washing machine finally wrecked nonetheless,False,71,82,nonetheless,
<S_XG>,I know that the attempt to repair the drier finally wrecked nonetheless,False,60,71,nonetheless,
<S_XG>,I know that the attempt to fix the drier finally wrecked nonetheless,False,57,68,nonetheless,
<S_XG>,I know that the attempt to overhaul the drier finally wrecked nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to rebuild the drier finally wrecked nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to repair the ceiling finally wrecked nonetheless,False,62,73,nonetheless,
<S_XG>,I know that the attempt to fix the ceiling finally wrecked nonetheless,False,59,70,nonetheless,
<S_XG>,I know that the attempt to overhaul the ceiling finally wrecked nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to rebuild the ceiling finally wrecked nonetheless,False,63,74,nonetheless,
<S_XG>,I know that the attempt to repair the apartment finally wrecked nonetheless,False,64,75,nonetheless,
<S_XG>,I know that the attempt to fix the apartment finally wrecked nonetheless,False,61,72,nonetheless,
<S_XG>,I know that the attempt to overhaul the apartment finally wrecked nonetheless,False,66,77,nonetheless,
<S_XG>,I know that the attempt to rebuild the apartment finally wrecked nonetheless,False,65,76,nonetheless,
<S_FX>,I know what the attempt to repair eventually damaged it nevertheless,False,53,55,it,
<S_FX>,I know what the attempt to fix eventually damaged it nevertheless,False,50,52,it,
<S_FX>,I know what the attempt to overhaul eventually damaged it nevertheless,False,55,57,it,
<S_FX>,I know what the attempt to rebuild eventually damaged it nevertheless,False,54,56,it,
<S_FX>,I know what the attempt to repair finally damaged it nevertheless,False,50,52,it,
<S_FX>,I know what the attempt to fix finally damaged it nevertheless,False,47,49,it,
<S_FX>,I know what the attempt to overhaul finally damaged it nevertheless,False,52,54,it,
<S_FX>,I know what the attempt to rebuild finally damaged it nevertheless,False,51,53,it,
<S_FX>,I know what the attempt to repair eventually destroyed it nevertheless,False,55,57,it,
<S_FX>,I know what the attempt to fix eventually destroyed it nevertheless,False,52,54,it,
<S_FX>,I know what the attempt to overhaul eventually destroyed it nevertheless,False,57,59,it,
<S_FX>,I know what the attempt to rebuild eventually destroyed it nevertheless,False,56,58,it,
<S_FX>,I know what the attempt to repair finally destroyed it nevertheless,False,52,54,it,
<S_FX>,I know what the attempt to fix finally destroyed it nevertheless,False,49,51,it,
<S_FX>,I know what the attempt to overhaul finally destroyed it nevertheless,False,54,56,it,
<S_FX>,I know what the attempt to rebuild finally destroyed it nevertheless,False,53,55,it,
<S_FX>,I know what the attempt to repair eventually ruined it nevertheless,False,52,54,it,
<S_FX>,I know what the attempt to fix eventually ruined it nevertheless,False,49,51,it,
<S_FX>,I know what the attempt to overhaul eventually ruined it nevertheless,False,54,56,it,
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,53,55,it,
<S_FX>,I know what the attempt to repair finally ruined it nevertheless,False,49,51,it,
<S_FX>,I know what the attempt to fix finally ruined it nevertheless,False,46,48,it,
<S_FX>,I know what the attempt to overhaul finally ruined it nevertheless,False,51,53,it,
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,50,52,it,
<S_FX>,I know what the attempt to repair eventually wrecked it nevertheless,False,53,55,it,
<S_FX>,I know what the attempt to fix eventually wrecked it nevertheless,False,50,52,it,
<S_FX>,I know what the attempt to overhaul eventually wrecked it nevertheless,False,55,57,it,
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,54,56,it,
<S_FX>,I know what the attempt to repair finally wrecked it nevertheless,False,50,52,it,
<S_FX>,I know what the attempt to fix finally wrecked it nevertheless,False,47,49,it,
<S_FX>,I know what the attempt to overhaul finally wrecked it nevertheless,False,52,54,it,
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,51,53,it,
<S_FX>,I know what the attempt to repair eventually damaged it nonetheless,False,53,55,it,
<S_FX>,I know what the attempt to fix eventually damaged it nonetheless,False,50,52,it,
<S_FX>,I know what the attempt to overhaul eventually damaged it nonetheless,False,55,57,it,
<S_FX>,I know what the attempt to rebuild eventually damaged it nonetheless,False,54,56,it,
<S_FX>,I know what the attempt to repair finally damaged it nonetheless,False,50,52,it,
<S_FX>,I know what the attempt to fix finally damaged it nonetheless,False,47,49,it,
<S_FX>,I know what the attempt to overhaul finally damaged it nonetheless,False,52,54,it,
<S_FX>,I know what the attempt to rebuild finally damaged it nonetheless,False,51,53,it,
<S_FX>,I know what the attempt to repair eventually destroyed it nonetheless,False,55,57,it,
<S_FX>,I know what the attempt to fix eventually destroyed it nonetheless,False,52,54,it,
<S_FX>,I know what the attempt to overhaul eventually destroyed it nonetheless,False,57,59,it,
<S_FX>,I know what the attempt to rebuild eventually destroyed it nonetheless,False,56,58,it,
<S_FX>,I know what the attempt to repair finally destroyed it nonetheless,False,52,54,it,
<S_FX>,I know what the attempt to fix finally destroyed it nonetheless,False,49,51,it,
<S_FX>,I know what the attempt to overhaul finally destroyed it nonetheless,False,54,56,it,
<S_FX>,I know what the attempt to rebuild finally destroyed it nonetheless,False,53,55,it,
<S_FX>,I know what the attempt to repair eventually ruined it nonetheless,False,52,54,it,
<S_FX>,I know what the attempt to fix eventually ruined it nonetheless,False,49,51,it,
<S_FX>,I know what the attempt to overhaul eventually ruined it nonetheless,False,54,56,it,
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,53,55,it,
<S_FX>,I know what the attempt to repair finally ruined it nonetheless,False,49,51,it,
<S_FX>,I know what the attempt to fix finally ruined it nonetheless,False,46,48,it,
<S_FX>,I know what the attempt to overhaul finally ruined it nonetheless,False,51,53,it,
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,50,52,it,
<S_FX>,I know what the attempt to repair eventually wrecked it nonetheless,False,53,55,it,
<S_FX>,I know what the attempt to fix eventually wrecked it nonetheless,False,50,52,it,
<S_FX>,I know what the attempt to overhaul eventually wrecked it nonetheless,False,55,57,it,
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,54,56,it,
<S_FX>,I know what the attempt to repair finally wrecked it nonetheless,False,50,52,it,
<S_FX>,I know what the attempt to fix finally wrecked it nonetheless,False,47,49,it,
<S_FX>,I know what the attempt to overhaul finally wrecked it nonetheless,False,52,54,it,
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,51,53,it,
<S_XX>,I know that the attempt to repair the car eventually damaged it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the car eventually damaged it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the car eventually damaged it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the car eventually damaged it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the bike eventually damaged it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the bike eventually damaged it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the bike eventually damaged it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the bike eventually damaged it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the washing machine eventually damaged it nevertheless,True,73,75,it,
<S_XX>,I know that the attempt to fix the washing machine eventually damaged it nevertheless,True,70,72,it,
<S_XX>,I know that the attempt to overhaul the washing machine eventually damaged it nevertheless,True,75,77,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually damaged it nevertheless,True,74,76,it,
<S_XX>,I know that the attempt to repair the drier eventually damaged it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the drier eventually damaged it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the drier eventually damaged it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the drier eventually damaged it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the ceiling eventually damaged it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to fix the ceiling eventually damaged it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually damaged it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually damaged it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to repair the apartment eventually damaged it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to fix the apartment eventually damaged it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually damaged it nevertheless,True,69,71,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually damaged it nevertheless,True,68,70,it,
<S_XX>,I know that the attempt to repair the car finally damaged it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to fix the car finally damaged it nevertheless,True,55,57,it,
<S_XX>,I know that the attempt to overhaul the car finally damaged it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to rebuild the car finally damaged it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to repair the bike finally damaged it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to fix the bike finally damaged it nevertheless,True,56,58,it,
<S_XX>,I know that the attempt to overhaul the bike finally damaged it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to rebuild the bike finally damaged it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to repair the washing machine finally damaged it nevertheless,True,70,72,it,
<S_XX>,I know that the attempt to fix the washing machine finally damaged it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally damaged it nevertheless,True,72,74,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally damaged it nevertheless,True,71,73,it,
<S_XX>,I know that the attempt to repair the drier finally damaged it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the drier finally damaged it nevertheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the drier finally damaged it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the drier finally damaged it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the ceiling finally damaged it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the ceiling finally damaged it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally damaged it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally damaged it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the apartment finally damaged it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the apartment finally damaged it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the apartment finally damaged it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the apartment finally damaged it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the car eventually destroyed it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to fix the car eventually destroyed it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to overhaul the car eventually destroyed it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to rebuild the car eventually destroyed it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to repair the bike eventually destroyed it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the bike eventually destroyed it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the bike eventually destroyed it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the bike eventually destroyed it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the washing machine eventually destroyed it nevertheless,True,75,77,it,
<S_XX>,I know that the attempt to fix the washing machine eventually destroyed it nevertheless,True,72,74,it,
<S_XX>,I know that the attempt to overhaul the washing machine eventually destroyed it nevertheless,True,77,79,it,
<S_XX>,I know that the attempt to rebuild the washing machine eventually destroyed it nevertheless,True,76,78,it,
<S_XX>,I know that the attempt to repair the drier eventually destroyed it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to fix the drier eventually destroyed it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to overhaul the drier eventually destroyed it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to rebuild the drier eventually destroyed it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to repair the ceiling eventually destroyed it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to fix the ceiling eventually destroyed it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to overhaul the ceiling eventually destroyed it nevertheless,True,69,71,it,
<S_XX>,I know that the attempt to rebuild the ceiling eventually destroyed it nevertheless,True,68,70,it,
<S_XX>,I know that the attempt to repair the apartment eventually destroyed it nevertheless,True,69,71,it,
<S_XX>,I know that the attempt to fix the apartment eventually destroyed it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to overhaul the apartment eventually destroyed it nevertheless,True,71,73,it,
<S_XX>,I know that the attempt to rebuild the apartment eventually destroyed it nevertheless,True,70,72,it,
<S_XX>,I know that the attempt to repair the car finally destroyed it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the car finally destroyed it nevertheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the car finally destroyed it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the car finally destroyed it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the bike finally destroyed it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the bike finally destroyed it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the bike finally destroyed it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the bike finally destroyed it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the washing machine finally destroyed it nevertheless,True,72,74,it,
<S_XX>,I know that the attempt to fix the washing machine finally destroyed it nevertheless,True,69,71,it,
<S_XX>,I know that the attempt to overhaul the washing machine finally destroyed it nevertheless,True,74,76,it,
<S_XX>,I know that the attempt to rebuild the washing machine finally destroyed it nevertheless,True,73,75,it,
<S_XX>,I know that the attempt to repair the drier finally destroyed it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to fix the drier finally destroyed it nevertheless,True,59,61,it,
<S_XX>,I know that the attempt to overhaul the drier finally destroyed it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to rebuild the drier finally destroyed it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to repair the ceiling finally destroyed it nevertheless,True,64,66,it,
<S_XX>,I know that the attempt to fix the ceiling finally destroyed it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to overhaul the ceiling finally destroyed it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to rebuild the ceiling finally destroyed it nevertheless,True,65,67,it,
<S_XX>,I know that the attempt to repair the apartment finally destroyed it nevertheless,True,66,68,it,
<S_XX>,I know that the attempt to fix the apartment finally destroyed it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to overhaul the apartment finally destroyed it nevertheless,True,68,70,it,
<S_XX>,I know that the attempt to rebuild the apartment finally destroyed it nevertheless,True,67,69,it,
<S_XX>,I know that the attempt to repair the car eventually ruined it nevertheless,True,60,62,it,
<S_XX>,I know that the attempt to fix the car eventually ruined it nevertheless,True,57,59,it,
<S_XX>,I know that the attempt to overhaul the car eventually ruined it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to rebuild the car eventually ruined it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to repair the bike eventually ruined it nevertheless,True,61,63,it,
<S_XX>,I know that the attempt to fix the bike eventually ruined it nevertheless,True,58,60,it,
<S_XX>,I know that the attempt to overhaul the bike eventually ruined it nevertheless,True,63,65,it,
<S_XX>,I know that the attempt to rebuild the bike eventually ruined it nevertheless,True,62,64,it,
<S_XX>,I know that the attempt to repair the washing machine eventually ruined it nevertheless,True,72,74,it,
<S_XX>,I know that the attempt to fix the washing machine eventually ruined it nevertheless,True,69,71,it,
