Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_XG>,I know that Ashley looked at David and fell in love with yesterday,False,No Set,yesterday,57,66
<S_FX>,I know who Ashley looked at and fell in love with Matthew yesterday,False,No Set,Matthew,50,57
<S_XX>,I know that Ashley looked at David and fell in love with Matthew yesterday,True,No Set,Matthew,57,64
<S_FG>,I know who Ashley looked at and fell in love with recently,True,No Set,recently,50,58
<S_XG>,I know that Ashley looked at David and fell in love with recently,False,No Set,recently,57,65
<S_FX>,I know who Ashley looked at and fell in love with Matthew recently,False,No Set,Matthew,50,57
<S_XX>,I know that Ashley looked at David and fell in love with Matthew recently,True,No Set,Matthew,57,64
<S_FG>,I know who Ashley looked at and fell in love with lately,True,No Set,lately,50,56
<S_XG>,I know that Ashley looked at David and fell in love with lately,False,No Set,lately,57,63
<S_FX>,I know who Ashley looked at and fell in love with Matthew lately,False,No Set,Matthew,50,57
<S_XX>,I know that Ashley looked at David and fell in love with Matthew lately,True,No Set,Matthew,57,64
<S_FG>,I know who Ashley saw and helped today,True,No Set,today,33,38
<S_XG>,I know that Ashley saw David and helped today,False,No Set,today,40,45
<S_FX>,I know who Ashley saw and helped you today,False,No Set,you,33,36
<S_XX>,I know that Ashley saw David and helped you today,True,No Set,you,40,43
<S_FG>,I know who Ashley saw and helped yesterday,True,No Set,yesterday,33,42
<S_XG>,I know that Ashley saw David and helped yesterday,False,No Set,yesterday,40,49
<S_FX>,I know who Ashley saw and helped you yesterday,False,No Set,you,33,36
<S_XX>,I know that Ashley saw David and helped you yesterday,True,No Set,you,40,43
<S_FG>,I know who Ashley saw and helped recently,True,No Set,recently,33,41
<S_XG>,I know that Ashley saw David and helped recently,False,No Set,recently,40,48
<S_FX>,I know who Ashley saw and helped you recently,False,No Set,you,33,36
<S_XX>,I know that Ashley saw David and helped you recently,True,No Set,you,40,43
<S_FG>,I know who Ashley saw and helped lately,True,No Set,lately,33,39
<S_XG>,I know that Ashley saw David and helped lately,False,No Set,lately,40,46
<S_FX>,I know who Ashley saw and helped you lately,False,No Set,you,33,36
<S_XX>,I know that Ashley saw David and helped you lately,True,No Set,you,40,43
<S_FG>,I know who Ashley saw and played with today,True,No Set,today,38,43
<S_XG>,I know that Ashley saw David and played with today,False,No Set,today,45,50
<S_FX>,I know who Ashley saw and played with you today,False,No Set,you,38,41
<S_XX>,I know that Ashley saw David and played with you today,True,No Set,you,45,48
<S_FG>,I know who Ashley saw and played with yesterday,True,No Set,yesterday,38,47
<S_XG>,I know that Ashley saw David and played with yesterday,False,No Set,yesterday,45,54
<S_FX>,I know who Ashley saw and played with you yesterday,False,No Set,you,38,41
<S_XX>,I know that Ashley saw David and played with you yesterday,True,No Set,you,45,48
<S_FG>,I know who Ashley saw and played with recently,True,No Set,recently,38,46
<S_XG>,I know that Ashley saw David and played with recently,False,No Set,recently,45,53
<S_FX>,I know who Ashley saw and played with you recently,False,No Set,you,38,41
<S_XX>,I know that Ashley saw David and played with you recently,True,No Set,you,45,48
<S_FG>,I know who Ashley saw and played with lately,True,No Set,lately,38,44
<S_XG>,I know that Ashley saw David and played with lately,False,No Set,lately,45,51
<S_FX>,I know who Ashley saw and played with you lately,False,No Set,you,38,41
<S_XX>,I know that Ashley saw David and played with you lately,True,No Set,you,45,48
<S_FG>,I know who Ashley saw and started to like today,True,No Set,today,42,47
<S_XG>,I know that Ashley saw David and started to like today,False,No Set,today,49,54
<S_FX>,I know who Ashley saw and started to like you today,False,No Set,you,42,45
<S_XX>,I know that Ashley saw David and started to like you today,True,No Set,you,49,52
<S_FG>,I know who Ashley saw and started to like yesterday,True,No Set,yesterday,42,51
<S_XG>,I know that Ashley saw David and started to like yesterday,False,No Set,yesterday,49,58
<S_FX>,I know who Ashley saw and started to like you yesterday,False,No Set,you,42,45
<S_XX>,I know that Ashley saw David and started to like you yesterday,True,No Set,you,49,52
<S_FG>,I know who Ashley saw and started to like recently,True,No Set,recently,42,50
<S_XG>,I know that Ashley saw David and started to like recently,False,No Set,recently,49,57
<S_FX>,I know who Ashley saw and started to like you recently,False,No Set,you,42,45
<S_XX>,I know that Ashley saw David and started to like you recently,True,No Set,you,49,52
<S_FG>,I know who Ashley saw and started to like lately,True,No Set,lately,42,48
<S_XG>,I know that Ashley saw David and started to like lately,False,No Set,lately,49,55
<S_FX>,I know who Ashley saw and started to like you lately,False,No Set,you,42,45
<S_XX>,I know that Ashley saw David and started to like you lately,True,No Set,you,49,52
<S_FG>,I know who Ashley saw and fell in love with today,True,No Set,today,44,49
<S_XG>,I know that Ashley saw David and fell in love with today,False,No Set,today,51,56
<S_FX>,I know who Ashley saw and fell in love with you today,False,No Set,you,44,47
<S_XX>,I know that Ashley saw David and fell in love with you today,True,No Set,you,51,54
<S_FG>,I know who Ashley saw and fell in love with yesterday,True,No Set,yesterday,44,53
<S_XG>,I know that Ashley saw David and fell in love with yesterday,False,No Set,yesterday,51,60
<S_FX>,I know who Ashley saw and fell in love with you yesterday,False,No Set,you,44,47
<S_XX>,I know that Ashley saw David and fell in love with you yesterday,True,No Set,you,51,54
<S_FG>,I know who Ashley saw and fell in love with recently,True,No Set,recently,44,52
<S_XG>,I know that Ashley saw David and fell in love with recently,False,No Set,recently,51,59
<S_FX>,I know who Ashley saw and fell in love with you recently,False,No Set,you,44,47
<S_XX>,I know that Ashley saw David and fell in love with you recently,True,No Set,you,51,54
<S_FG>,I know who Ashley saw and fell in love with lately,True,No Set,lately,44,50
<S_XG>,I know that Ashley saw David and fell in love with lately,False,No Set,lately,51,57
<S_FX>,I know who Ashley saw and fell in love with you lately,False,No Set,you,44,47
<S_XX>,I know that Ashley saw David and fell in love with you lately,True,No Set,you,51,54
<S_FG>,I know who Ashley spotted and helped today,True,No Set,today,37,42
<S_XG>,I know that Ashley spotted David and helped today,False,No Set,today,44,49
<S_FX>,I know who Ashley spotted and helped you today,False,No Set,you,37,40
<S_XX>,I know that Ashley spotted David and helped you today,True,No Set,you,44,47
<S_FG>,I know who Ashley spotted and helped yesterday,True,No Set,yesterday,37,46
<S_XG>,I know that Ashley spotted David and helped yesterday,False,No Set,yesterday,44,53
<S_FX>,I know who Ashley spotted and helped you yesterday,False,No Set,you,37,40
<S_XX>,I know that Ashley spotted David and helped you yesterday,True,No Set,you,44,47
<S_FG>,I know who Ashley spotted and helped recently,True,No Set,recently,37,45
<S_XG>,I know that Ashley spotted David and helped recently,False,No Set,recently,44,52
<S_FX>,I know who Ashley spotted and helped you recently,False,No Set,you,37,40
<S_XX>,I know that Ashley spotted David and helped you recently,True,No Set,you,44,47
<S_FG>,I know who Ashley spotted and helped lately,True,No Set,lately,37,43
<S_XG>,I know that Ashley spotted David and helped lately,False,No Set,lately,44,50
<S_FX>,I know who Ashley spotted and helped you lately,False,No Set,you,37,40
<S_XX>,I know that Ashley spotted David and helped you lately,True,No Set,you,44,47
<S_FG>,I know who Ashley spotted and played with today,True,No Set,today,42,47
<S_XG>,I know that Ashley spotted David and played with today,False,No Set,today,49,54
<S_FX>,I know who Ashley spotted and played with you today,False,No Set,you,42,45
<S_XX>,I know that Ashley spotted David and played with you today,True,No Set,you,49,52
<S_FG>,I know who Ashley spotted and played with yesterday,True,No Set,yesterday,42,51
<S_XG>,I know that Ashley spotted David and played with yesterday,False,No Set,yesterday,49,58
<S_FX>,I know who Ashley spotted and played with you yesterday,False,No Set,you,42,45
<S_XX>,I know that Ashley spotted David and played with you yesterday,True,No Set,you,49,52
<S_FG>,I know who Ashley spotted and played with recently,True,No Set,recently,42,50
<S_XG>,I know that Ashley spotted David and played with recently,False,No Set,recently,49,57
<S_FX>,I know who Ashley spotted and played with you recently,False,No Set,you,42,45
<S_XX>,I know that Ashley spotted David and played with you recently,True,No Set,you,49,52
<S_FG>,I know who Ashley spotted and played with lately,True,No Set,lately,42,48
<S_XG>,I know that Ashley spotted David and played with lately,False,No Set,lately,49,55
<S_FX>,I know who Ashley spotted and played with you lately,False,No Set,you,42,45
<S_XX>,I know that Ashley spotted David and played with you lately,True,No Set,you,49,52
<S_FG>,I know who Ashley spotted and started to like today,True,No Set,today,46,51
<S_XG>,I know that Ashley spotted David and started to like today,False,No Set,today,53,58
<S_FX>,I know who Ashley spotted and started to like you today,False,No Set,you,46,49
<S_XX>,I know that Ashley spotted David and started to like you today,True,No Set,you,53,56
<S_FG>,I know who Ashley spotted and started to like yesterday,True,No Set,yesterday,46,55
<S_XG>,I know that Ashley spotted David and started to like yesterday,False,No Set,yesterday,53,62
<S_FX>,I know who Ashley spotted and started to like you yesterday,False,No Set,you,46,49
<S_XX>,I know that Ashley spotted David and started to like you yesterday,True,No Set,you,53,56
<S_FG>,I know who Ashley spotted and started to like recently,True,No Set,recently,46,54
<S_XG>,I know that Ashley spotted David and started to like recently,False,No Set,recently,53,61
<S_FX>,I know who Ashley spotted and started to like you recently,False,No Set,you,46,49
<S_XX>,I know that Ashley spotted David and started to like you recently,True,No Set,you,53,56
<S_FG>,I know who Ashley spotted and started to like lately,True,No Set,lately,46,52
<S_XG>,I know that Ashley spotted David and started to like lately,False,No Set,lately,53,59
<S_FX>,I know who Ashley spotted and started to like you lately,False,No Set,you,46,49
<S_XX>,I know that Ashley spotted David and started to like you lately,True,No Set,you,53,56
<S_FG>,I know who Ashley spotted and fell in love with today,True,No Set,today,48,53
<S_XG>,I know that Ashley spotted David and fell in love with today,False,No Set,today,55,60
<S_FX>,I know who Ashley spotted and fell in love with you today,False,No Set,you,48,51
<S_XX>,I know that Ashley spotted David and fell in love with you today,True,No Set,you,55,58
<S_FG>,I know who Ashley spotted and fell in love with yesterday,True,No Set,yesterday,48,57
<S_XG>,I know that Ashley spotted David and fell in love with yesterday,False,No Set,yesterday,55,64
<S_FX>,I know who Ashley spotted and fell in love with you yesterday,False,No Set,you,48,51
<S_XX>,I know that Ashley spotted David and fell in love with you yesterday,True,No Set,you,55,58
<S_FG>,I know who Ashley spotted and fell in love with recently,True,No Set,recently,48,56
<S_XG>,I know that Ashley spotted David and fell in love with recently,False,No Set,recently,55,63
<S_FX>,I know who Ashley spotted and fell in love with you recently,False,No Set,you,48,51
<S_XX>,I know that Ashley spotted David and fell in love with you recently,True,No Set,you,55,58
<S_FG>,I know who Ashley spotted and fell in love with lately,True,No Set,lately,48,54
<S_XG>,I know that Ashley spotted David and fell in love with lately,False,No Set,lately,55,61
<S_FX>,I know who Ashley spotted and fell in love with you lately,False,No Set,you,48,51
<S_XX>,I know that Ashley spotted David and fell in love with you lately,True,No Set,you,55,58
<S_FG>,I know who Ashley noticed and helped today,True,No Set,today,37,42
<S_XG>,I know that Ashley noticed David and helped today,False,No Set,today,44,49
<S_FX>,I know who Ashley noticed and helped you today,False,No Set,you,37,40
<S_XX>,I know that Ashley noticed David and helped you today,True,No Set,you,44,47
<S_FG>,I know who Ashley noticed and helped yesterday,True,No Set,yesterday,37,46
<S_XG>,I know that Ashley noticed David and helped yesterday,False,No Set,yesterday,44,53
<S_FX>,I know who Ashley noticed and helped you yesterday,False,No Set,you,37,40
<S_XX>,I know that Ashley noticed David and helped you yesterday,True,No Set,you,44,47
<S_FG>,I know who Ashley noticed and helped recently,True,No Set,recently,37,45
<S_XG>,I know that Ashley noticed David and helped recently,False,No Set,recently,44,52
<S_FX>,I know who Ashley noticed and helped you recently,False,No Set,you,37,40
<S_XX>,I know that Ashley noticed David and helped you recently,True,No Set,you,44,47
<S_FG>,I know who Ashley noticed and helped lately,True,No Set,lately,37,43
<S_XG>,I know that Ashley noticed David and helped lately,False,No Set,lately,44,50
<S_FX>,I know who Ashley noticed and helped you lately,False,No Set,you,37,40
<S_XX>,I know that Ashley noticed David and helped you lately,True,No Set,you,44,47
<S_FG>,I know who Ashley noticed and played with today,True,No Set,today,42,47
<S_XG>,I know that Ashley noticed David and played with today,False,No Set,today,49,54
<S_FX>,I know who Ashley noticed and played with you today,False,No Set,you,42,45
<S_XX>,I know that Ashley noticed David and played with you today,True,No Set,you,49,52
<S_FG>,I know who Ashley noticed and played with yesterday,True,No Set,yesterday,42,51
<S_XG>,I know that Ashley noticed David and played with yesterday,False,No Set,yesterday,49,58
<S_FX>,I know who Ashley noticed and played with you yesterday,False,No Set,you,42,45
<S_XX>,I know that Ashley noticed David and played with you yesterday,True,No Set,you,49,52
<S_FG>,I know who Ashley noticed and played with recently,True,No Set,recently,42,50
<S_XG>,I know that Ashley noticed David and played with recently,False,No Set,recently,49,57
<S_FX>,I know who Ashley noticed and played with you recently,False,No Set,you,42,45
<S_XX>,I know that Ashley noticed David and played with you recently,True,No Set,you,49,52
<S_FG>,I know who Ashley noticed and played with lately,True,No Set,lately,42,48
<S_XG>,I know that Ashley noticed David and played with lately,False,No Set,lately,49,55
<S_FX>,I know who Ashley noticed and played with you lately,False,No Set,you,42,45
<S_XX>,I know that Ashley noticed David and played with you lately,True,No Set,you,49,52
<S_FG>,I know who Ashley noticed and started to like today,True,No Set,today,46,51
<S_XG>,I know that Ashley noticed David and started to like today,False,No Set,today,53,58
<S_FX>,I know who Ashley noticed and started to like you today,False,No Set,you,46,49
<S_XX>,I know that Ashley noticed David and started to like you today,True,No Set,you,53,56
<S_FG>,I know who Ashley noticed and started to like yesterday,True,No Set,yesterday,46,55
<S_XG>,I know that Ashley noticed David and started to like yesterday,False,No Set,yesterday,53,62
<S_FX>,I know who Ashley noticed and started to like you yesterday,False,No Set,you,46,49
<S_XX>,I know that Ashley noticed David and started to like you yesterday,True,No Set,you,53,56
<S_FG>,I know who Ashley noticed and started to like recently,True,No Set,recently,46,54
<S_XG>,I know that Ashley noticed David and started to like recently,False,No Set,recently,53,61
<S_FX>,I know who Ashley noticed and started to like you recently,False,No Set,you,46,49
<S_XX>,I know that Ashley noticed David and started to like you recently,True,No Set,you,53,56
<S_FG>,I know who Ashley noticed and started to like lately,True,No Set,lately,46,52
<S_XG>,I know that Ashley noticed David and started to like lately,False,No Set,lately,53,59
<S_FX>,I know who Ashley noticed and started to like you lately,False,No Set,you,46,49
<S_XX>,I know that Ashley noticed David and started to like you lately,True,No Set,you,53,56
<S_FG>,I know who Ashley noticed and fell in love with today,True,No Set,today,48,53
<S_XG>,I know that Ashley noticed David and fell in love with today,False,No Set,today,55,60
<S_FX>,I know who Ashley noticed and fell in love with you today,False,No Set,you,48,51
<S_XX>,I know that Ashley noticed David and fell in love with you today,True,No Set,you,55,58
<S_FG>,I know who Ashley noticed and fell in love with yesterday,True,No Set,yesterday,48,57
<S_XG>,I know that Ashley noticed David and fell in love with yesterday,False,No Set,yesterday,55,64
<S_FX>,I know who Ashley noticed and fell in love with you yesterday,False,No Set,you,48,51
<S_XX>,I know that Ashley noticed David and fell in love with you yesterday,True,No Set,you,55,58
<S_FG>,I know who Ashley noticed and fell in love with recently,True,No Set,recently,48,56
<S_XG>,I know that Ashley noticed David and fell in love with recently,False,No Set,recently,55,63
<S_FX>,I know who Ashley noticed and fell in love with you recently,False,No Set,you,48,51
<S_XX>,I know that Ashley noticed David and fell in love with you recently,True,No Set,you,55,58
<S_FG>,I know who Ashley noticed and fell in love with lately,True,No Set,lately,48,54
<S_XG>,I know that Ashley noticed David and fell in love with lately,False,No Set,lately,55,61
<S_FX>,I know who Ashley noticed and fell in love with you lately,False,No Set,you,48,51
<S_XX>,I know that Ashley noticed David and fell in love with you lately,True,No Set,you,55,58
<S_FG>,I know who Ashley looked at and helped today,True,No Set,today,39,44
<S_XG>,I know that Ashley looked at David and helped today,False,No Set,today,46,51
<S_FX>,I know who Ashley looked at and helped you today,False,No Set,you,39,42
<S_XX>,I know that Ashley looked at David and helped you today,True,No Set,you,46,49
<S_FG>,I know who Ashley looked at and helped yesterday,True,No Set,yesterday,39,48
<S_XG>,I know that Ashley looked at David and helped yesterday,False,No Set,yesterday,46,55
<S_FX>,I know who Ashley looked at and helped you yesterday,False,No Set,you,39,42
<S_XX>,I know that Ashley looked at David and helped you yesterday,True,No Set,you,46,49
<S_FG>,I know who Ashley looked at and helped recently,True,No Set,recently,39,47
<S_XG>,I know that Ashley looked at David and helped recently,False,No Set,recently,46,54
<S_FX>,I know who Ashley looked at and helped you recently,False,No Set,you,39,42
<S_XX>,I know that Ashley looked at David and helped you recently,True,No Set,you,46,49
<S_FG>,I know who Ashley looked at and helped lately,True,No Set,lately,39,45
<S_XG>,I know that Ashley looked at David and helped lately,False,No Set,lately,46,52
<S_FX>,I know who Ashley looked at and helped you lately,False,No Set,you,39,42
<S_XX>,I know that Ashley looked at David and helped you lately,True,No Set,you,46,49
<S_FG>,I know who Ashley looked at and played with today,True,No Set,today,44,49
<S_XG>,I know that Ashley looked at David and played with today,False,No Set,today,51,56
<S_FX>,I know who Ashley looked at and played with you today,False,No Set,you,44,47
<S_XX>,I know that Ashley looked at David and played with you today,True,No Set,you,51,54
<S_FG>,I know who Ashley looked at and played with yesterday,True,No Set,yesterday,44,53
<S_XG>,I know that Ashley looked at David and played with yesterday,False,No Set,yesterday,51,60
<S_FX>,I know who Ashley looked at and played with you yesterday,False,No Set,you,44,47
<S_XX>,I know that Ashley looked at David and played with you yesterday,True,No Set,you,51,54
<S_FG>,I know who Ashley looked at and played with recently,True,No Set,recently,44,52
<S_XG>,I know that Ashley looked at David and played with recently,False,No Set,recently,51,59
<S_FX>,I know who Ashley looked at and played with you recently,False,No Set,you,44,47
<S_XX>,I know that Ashley looked at David and played with you recently,True,No Set,you,51,54
<S_FG>,I know who Ashley looked at and played with lately,True,No Set,lately,44,50
<S_XG>,I know that Ashley looked at David and played with lately,False,No Set,lately,51,57
<S_FX>,I know who Ashley looked at and played with you lately,False,No Set,you,44,47
<S_XX>,I know that Ashley looked at David and played with you lately,True,No Set,you,51,54
<S_FG>,I know who Ashley looked at and started to like today,True,No Set,today,48,53
<S_XG>,I know that Ashley looked at David and started to like today,False,No Set,today,55,60
<S_FX>,I know who Ashley looked at and started to like you today,False,No Set,you,48,51
<S_XX>,I know that Ashley looked at David and started to like you today,True,No Set,you,55,58
<S_FG>,I know who Ashley looked at and started to like yesterday,True,No Set,yesterday,48,57
<S_XG>,I know that Ashley looked at David and started to like yesterday,False,No Set,yesterday,55,64
<S_FX>,I know who Ashley looked at and started to like you yesterday,False,No Set,you,48,51
<S_XX>,I know that Ashley looked at David and started to like you yesterday,True,No Set,you,55,58
<S_FG>,I know who Ashley looked at and started to like recently,True,No Set,recently,48,56
<S_XG>,I know that Ashley looked at David and started to like recently,False,No Set,recently,55,63
<S_FX>,I know who Ashley looked at and started to like you recently,False,No Set,you,48,51
<S_XX>,I know that Ashley looked at David and started to like you recently,True,No Set,you,55,58
<S_FG>,I know who Ashley looked at and started to like lately,True,No Set,lately,48,54
<S_XG>,I know that Ashley looked at David and started to like lately,False,No Set,lately,55,61
<S_FX>,I know who Ashley looked at and started to like you lately,False,No Set,you,48,51
<S_XX>,I know that Ashley looked at David and started to like you lately,True,No Set,you,55,58
<S_FG>,I know who Ashley looked at and fell in love with today,True,No Set,today,50,55
<S_XG>,I know that Ashley looked at David and fell in love with today,False,No Set,today,57,62
<S_FX>,I know who Ashley looked at and fell in love with you today,False,No Set,you,50,53
<S_XX>,I know that Ashley looked at David and fell in love with you today,True,No Set,you,57,60
<S_FG>,I know who Ashley looked at and fell in love with yesterday,True,No Set,yesterday,50,59
<S_XG>,I know that Ashley looked at David and fell in love with yesterday,False,No Set,yesterday,57,66
<S_FX>,I know who Ashley looked at and fell in love with you yesterday,False,No Set,you,50,53
<S_XX>,I know that Ashley looked at David and fell in love with you yesterday,True,No Set,you,57,60
<S_FG>,I know who Ashley looked at and fell in love with recently,True,No Set,recently,50,58
<S_XG>,I know that Ashley looked at David and fell in love with recently,False,No Set,recently,57,65
<S_FX>,I know who Ashley looked at and fell in love with you recently,False,No Set,you,50,53
<S_XX>,I know that Ashley looked at David and fell in love with you recently,True,No Set,you,57,60
<S_FG>,I know who Ashley looked at and fell in love with lately,True,Training,lately,50,56
<S_XG>,I know that Ashley looked at David and fell in love with lately,False,Training,lately,57,63
<S_FX>,I know who Ashley looked at and fell in love with you lately,False,Training,you,50,53
<S_XX>,I know that Ashley looked at David and fell in love with you lately,True,Training,you,57,60
<S_FG>,I know who Daniel saw and helped today,True,Test,today,33,38
<S_XG>,I know that Daniel saw Christopher and helped today,False,Test,today,46,51
<S_FX>,I know who Daniel saw and helped Matthew today,False,Test,Matthew,33,40
<S_XX>,I know that Daniel saw Christopher and helped Matthew today,True,Test,Matthew,46,53
<S_FG>,I know who Daniel saw and helped yesterday,True,Test,yesterday,33,42
<S_XG>,I know that Daniel saw Christopher and helped yesterday,False,Test,yesterday,46,55
<S_FX>,I know who Daniel saw and helped Matthew yesterday,False,Test,Matthew,33,40
<S_XX>,I know that Daniel saw Christopher and helped Matthew yesterday,True,Test,Matthew,46,53
<S_FG>,I know who Daniel saw and helped recently,True,Test,recently,33,41
<S_XG>,I know that Daniel saw Christopher and helped recently,False,Test,recently,46,54
<S_FX>,I know who Daniel saw and helped Matthew recently,False,Test,Matthew,33,40
<S_XX>,I know that Daniel saw Christopher and helped Matthew recently,True,Test,Matthew,46,53
<S_FG>,I know who Daniel saw and helped lately,True,No Set,lately,33,39
<S_XG>,I know that Daniel saw Christopher and helped lately,False,No Set,lately,46,52
<S_FX>,I know who Daniel saw and helped Matthew lately,False,No Set,Matthew,33,40
<S_XX>,I know that Daniel saw Christopher and helped Matthew lately,True,No Set,Matthew,46,53
<S_FG>,I know who Daniel saw and played with today,True,Test,today,38,43
<S_XG>,I know that Daniel saw Christopher and played with today,False,Test,today,51,56
<S_FX>,I know who Daniel saw and played with Matthew today,False,Test,Matthew,38,45
<S_XX>,I know that Daniel saw Christopher and played with Matthew today,True,Test,Matthew,51,58
<S_FG>,I know who Daniel saw and played with yesterday,True,Test,yesterday,38,47
<S_XG>,I know that Daniel saw Christopher and played with yesterday,False,Test,yesterday,51,60
<S_FX>,I know who Daniel saw and played with Matthew yesterday,False,Test,Matthew,38,45
<S_XX>,I know that Daniel saw Christopher and played with Matthew yesterday,True,Test,Matthew,51,58
<S_FG>,I know who Daniel saw and played with recently,True,Test,recently,38,46
<S_XG>,I know that Daniel saw Christopher and played with recently,False,Test,recently,51,59
<S_FX>,I know who Daniel saw and played with Matthew recently,False,Test,Matthew,38,45
<S_XX>,I know that Daniel saw Christopher and played with Matthew recently,True,Test,Matthew,51,58
<S_FG>,I know who Daniel saw and played with lately,True,No Set,lately,38,44
<S_XG>,I know that Daniel saw Christopher and played with lately,False,No Set,lately,51,57
<S_FX>,I know who Daniel saw and played with Matthew lately,False,No Set,Matthew,38,45
<S_XX>,I know that Daniel saw Christopher and played with Matthew lately,True,No Set,Matthew,51,58
<S_FG>,I know who Daniel saw and started to like today,True,Test,today,42,47
<S_XG>,I know that Daniel saw Christopher and started to like today,False,Test,today,55,60
<S_FX>,I know who Daniel saw and started to like Matthew today,False,Test,Matthew,42,49
<S_XX>,I know that Daniel saw Christopher and started to like Matthew today,True,Test,Matthew,55,62
<S_FG>,I know who Daniel saw and started to like yesterday,True,Test,yesterday,42,51
<S_XG>,I know that Daniel saw Christopher and started to like yesterday,False,Test,yesterday,55,64
<S_FX>,I know who Daniel saw and started to like Matthew yesterday,False,Test,Matthew,42,49
<S_XX>,I know that Daniel saw Christopher and started to like Matthew yesterday,True,Test,Matthew,55,62
<S_FG>,I know who Daniel saw and started to like recently,True,Test,recently,42,50
<S_XG>,I know that Daniel saw Christopher and started to like recently,False,Test,recently,55,63
<S_FX>,I know who Daniel saw and started to like Matthew recently,False,Test,Matthew,42,49
<S_XX>,I know that Daniel saw Christopher and started to like Matthew recently,True,Test,Matthew,55,62
<S_FG>,I know who Daniel saw and started to like lately,True,No Set,lately,42,48
<S_XG>,I know that Daniel saw Christopher and started to like lately,False,No Set,lately,55,61
<S_FX>,I know who Daniel saw and started to like Matthew lately,False,No Set,Matthew,42,49
<S_XX>,I know that Daniel saw Christopher and started to like Matthew lately,True,No Set,Matthew,55,62
<S_FG>,I know who Daniel saw and fell in love with today,True,No Set,today,44,49
<S_XG>,I know that Daniel saw Christopher and fell in love with today,False,No Set,today,57,62
<S_FX>,I know who Daniel saw and fell in love with Matthew today,False,No Set,Matthew,44,51
<S_XX>,I know that Daniel saw Christopher and fell in love with Matthew today,True,No Set,Matthew,57,64
<S_FG>,I know who Daniel saw and fell in love with yesterday,True,No Set,yesterday,44,53
<S_XG>,I know that Daniel saw Christopher and fell in love with yesterday,False,No Set,yesterday,57,66
<S_FX>,I know who Daniel saw and fell in love with Matthew yesterday,False,No Set,Matthew,44,51
<S_XX>,I know that Daniel saw Christopher and fell in love with Matthew yesterday,True,No Set,Matthew,57,64
<S_FG>,I know who Daniel saw and fell in love with recently,True,No Set,recently,44,52
<S_XG>,I know that Daniel saw Christopher and fell in love with recently,False,No Set,recently,57,65
<S_FX>,I know who Daniel saw and fell in love with Matthew recently,False,No Set,Matthew,44,51
<S_XX>,I know that Daniel saw Christopher and fell in love with Matthew recently,True,No Set,Matthew,57,64
<S_FG>,I know who Daniel saw and fell in love with lately,True,No Set,lately,44,50
<S_XG>,I know that Daniel saw Christopher and fell in love with lately,False,No Set,lately,57,63
<S_FX>,I know who Daniel saw and fell in love with Matthew lately,False,No Set,Matthew,44,51
<S_XX>,I know that Daniel saw Christopher and fell in love with Matthew lately,True,No Set,Matthew,57,64
<S_FG>,I know who Daniel spotted and helped today,True,Test,today,37,42
<S_XG>,I know that Daniel spotted Christopher and helped today,False,Test,today,50,55
<S_FX>,I know who Daniel spotted and helped Matthew today,False,Test,Matthew,37,44
<S_XX>,I know that Daniel spotted Christopher and helped Matthew today,True,Test,Matthew,50,57
<S_FG>,I know who Daniel spotted and helped yesterday,True,Test,yesterday,37,46
<S_XG>,I know that Daniel spotted Christopher and helped yesterday,False,Test,yesterday,50,59
<S_FX>,I know who Daniel spotted and helped Matthew yesterday,False,Test,Matthew,37,44
<S_XX>,I know that Daniel spotted Christopher and helped Matthew yesterday,True,Test,Matthew,50,57
<S_FG>,I know who Daniel spotted and helped recently,True,Test,recently,37,45
<S_XG>,I know that Daniel spotted Christopher and helped recently,False,Test,recently,50,58
<S_FX>,I know who Daniel spotted and helped Matthew recently,False,Test,Matthew,37,44
<S_XX>,I know that Daniel spotted Christopher and helped Matthew recently,True,Test,Matthew,50,57
<S_FG>,I know who Daniel spotted and helped lately,True,No Set,lately,37,43
<S_XG>,I know that Daniel spotted Christopher and helped lately,False,No Set,lately,50,56
<S_FX>,I know who Daniel spotted and helped Matthew lately,False,No Set,Matthew,37,44
<S_XX>,I know that Daniel spotted Christopher and helped Matthew lately,True,No Set,Matthew,50,57
<S_FG>,I know who Daniel spotted and played with today,True,Test,today,42,47
<S_XG>,I know that Daniel spotted Christopher and played with today,False,Test,today,55,60
<S_FX>,I know who Daniel spotted and played with Matthew today,False,Test,Matthew,42,49
<S_XX>,I know that Daniel spotted Christopher and played with Matthew today,True,Test,Matthew,55,62
<S_FG>,I know who Daniel spotted and played with yesterday,True,Test,yesterday,42,51
<S_XG>,I know that Daniel spotted Christopher and played with yesterday,False,Test,yesterday,55,64
<S_FX>,I know who Daniel spotted and played with Matthew yesterday,False,Test,Matthew,42,49
<S_XX>,I know that Daniel spotted Christopher and played with Matthew yesterday,True,Test,Matthew,55,62
<S_FG>,I know who Daniel spotted and played with recently,True,Test,recently,42,50
<S_XG>,I know that Daniel spotted Christopher and played with recently,False,Test,recently,55,63
<S_FX>,I know who Daniel spotted and played with Matthew recently,False,Test,Matthew,42,49
<S_XX>,I know that Daniel spotted Christopher and played with Matthew recently,True,Test,Matthew,55,62
<S_FG>,I know who Daniel spotted and played with lately,True,No Set,lately,42,48
<S_XG>,I know that Daniel spotted Christopher and played with lately,False,No Set,lately,55,61
