group,grammatical,sentence,a condition,b condition
154,True,"her gloves, Michelle threw without falling",+,+
154,False,Michelle threw without falling,-,+
154,False,"her gloves, Michelle threw your jacket without falling",+,-
154,True,Michelle threw your jacket without falling,-,-
155,True,"her gloves, Michelle threw quickly",+,+
155,False,Michelle threw quickly,-,+
155,False,"her gloves, Michelle threw your jacket quickly",+,-
155,True,Michelle threw your jacket quickly,-,-
156,True,"her gloves, Michelle threw carefully",+,+
156,False,Michelle threw carefully,-,+
156,False,"her gloves, Michelle threw a phone carefully",+,-
156,True,Michelle threw a phone carefully,-,-
157,True,"her gloves, Michelle threw without falling",+,+
157,False,Michelle threw without falling,-,+
157,False,"her gloves, Michelle threw a phone without falling",+,-
157,True,Michelle threw a phone without falling,-,-
158,True,"her gloves, Michelle threw quickly",+,+
158,False,Michelle threw quickly,-,+
158,False,"her gloves, Michelle threw a phone quickly",+,-
158,True,Michelle threw a phone quickly,-,-
159,True,"her gloves, Michelle threw carefully",+,+
159,False,Michelle threw carefully,-,+
159,False,"her gloves, Michelle threw the paperwork carefully",+,-
159,True,Michelle threw the paperwork carefully,-,-
160,True,"her gloves, Michelle threw without falling",+,+
160,False,Michelle threw without falling,-,+
160,False,"her gloves, Michelle threw the paperwork without falling",+,-
160,True,Michelle threw the paperwork without falling,-,-
161,True,"her gloves, Michelle threw quickly",+,+
161,False,Michelle threw quickly,-,+
161,False,"her gloves, Michelle threw the paperwork quickly",+,-
161,True,Michelle threw the paperwork quickly,-,-
