group,grammatical,sentence,a condition,b condition
137,True,"these cakes, Michelle lifted quickly",+,+
137,False,"still, Michelle lifted quickly",-,+
137,False,"these cakes, Michelle lifted your jacket quickly",+,-
137,True,"still, Michelle lifted your jacket quickly",-,-
138,True,"these cakes, Michelle lifted carefully",+,+
138,False,"still, Michelle lifted carefully",-,+
138,False,"these cakes, Michelle lifted a phone carefully",+,-
138,True,"still, Michelle lifted a phone carefully",-,-
139,True,"these cakes, Michelle lifted without falling",+,+
139,False,"still, Michelle lifted without falling",-,+
139,False,"these cakes, Michelle lifted a phone without falling",+,-
139,True,"still, Michelle lifted a phone without falling",-,-
140,True,"these cakes, Michelle lifted quickly",+,+
140,False,"still, Michelle lifted quickly",-,+
140,False,"these cakes, Michelle lifted a phone quickly",+,-
140,True,"still, Michelle lifted a phone quickly",-,-
141,True,"these cakes, Michelle lifted carefully",+,+
141,False,"still, Michelle lifted carefully",-,+
141,False,"these cakes, Michelle lifted the paperwork carefully",+,-
141,True,"still, Michelle lifted the paperwork carefully",-,-
142,True,"these cakes, Michelle lifted without falling",+,+
142,False,"still, Michelle lifted without falling",-,+
142,False,"these cakes, Michelle lifted the paperwork without falling",+,-
142,True,"still, Michelle lifted the paperwork without falling",-,-
143,True,"these cakes, Michelle lifted quickly",+,+
143,False,"still, Michelle lifted quickly",-,+
143,False,"these cakes, Michelle lifted the paperwork quickly",+,-
143,True,"still, Michelle lifted the paperwork quickly",-,-
144,True,"these cakes, Michelle stole carefully",+,+
144,False,"still, Michelle stole carefully",-,+
144,False,"these cakes, Michelle stole your jacket carefully",+,-
144,True,"still, Michelle stole your jacket carefully",-,-
145,True,"these cakes, Michelle stole without falling",+,+
145,False,"still, Michelle stole without falling",-,+
145,False,"these cakes, Michelle stole your jacket without falling",+,-
145,True,"still, Michelle stole your jacket without falling",-,-
146,True,"these cakes, Michelle stole quickly",+,+
146,False,"still, Michelle stole quickly",-,+
146,False,"these cakes, Michelle stole your jacket quickly",+,-
146,True,"still, Michelle stole your jacket quickly",-,-
147,True,"these cakes, Michelle stole carefully",+,+
147,False,"still, Michelle stole carefully",-,+
147,False,"these cakes, Michelle stole a phone carefully",+,-
147,True,"still, Michelle stole a phone carefully",-,-
148,True,"these cakes, Michelle stole without falling",+,+
148,False,"still, Michelle stole without falling",-,+
148,False,"these cakes, Michelle stole a phone without falling",+,-
148,True,"still, Michelle stole a phone without falling",-,-
149,True,"these cakes, Michelle stole quickly",+,+
149,False,"still, Michelle stole quickly",-,+
149,False,"these cakes, Michelle stole a phone quickly",+,-
149,True,"still, Michelle stole a phone quickly",-,-
150,True,"these cakes, Michelle stole carefully",+,+
150,False,"still, Michelle stole carefully",-,+
150,False,"these cakes, Michelle stole the paperwork carefully",+,-
150,True,"still, Michelle stole the paperwork carefully",-,-
151,True,"these cakes, Michelle stole without falling",+,+
151,False,"still, Michelle stole without falling",-,+
151,False,"these cakes, Michelle stole the paperwork without falling",+,-
151,True,"still, Michelle stole the paperwork without falling",-,-
152,True,"these cakes, Michelle stole quickly",+,+
152,False,"still, Michelle stole quickly",-,+
152,False,"these cakes, Michelle stole the paperwork quickly",+,-
152,True,"still, Michelle stole the paperwork quickly",-,-
153,True,"these cakes, Michelle threw carefully",+,+
153,False,"still, Michelle threw carefully",-,+
153,False,"these cakes, Michelle threw your jacket carefully",+,-
153,True,"still, Michelle threw your jacket carefully",-,-
154,True,"these cakes, Michelle threw without falling",+,+
154,False,"still, Michelle threw without falling",-,+
154,False,"these cakes, Michelle threw your jacket without falling",+,-
154,True,"still, Michelle threw your jacket without falling",-,-
155,True,"these cakes, Michelle threw quickly",+,+
155,False,"still, Michelle threw quickly",-,+
155,False,"these cakes, Michelle threw your jacket quickly",+,-
155,True,"still, Michelle threw your jacket quickly",-,-
156,True,"these cakes, Michelle threw carefully",+,+
156,False,"still, Michelle threw carefully",-,+
156,False,"these cakes, Michelle threw a phone carefully",+,-
156,True,"still, Michelle threw a phone carefully",-,-
157,True,"these cakes, Michelle threw without falling",+,+
157,False,"still, Michelle threw without falling",-,+
157,False,"these cakes, Michelle threw a phone without falling",+,-
157,True,"still, Michelle threw a phone without falling",-,-
158,True,"these cakes, Michelle threw quickly",+,+
158,False,"still, Michelle threw quickly",-,+
158,False,"these cakes, Michelle threw a phone quickly",+,-
158,True,"still, Michelle threw a phone quickly",-,-
159,True,"these cakes, Michelle threw carefully",+,+
159,False,"still, Michelle threw carefully",-,+
159,False,"these cakes, Michelle threw the paperwork carefully",+,-
159,True,"still, Michelle threw the paperwork carefully",-,-
160,True,"these cakes, Michelle threw without falling",+,+
160,False,"still, Michelle threw without falling",-,+
160,False,"these cakes, Michelle threw the paperwork without falling",+,-
160,True,"still, Michelle threw the paperwork without falling",-,-
161,True,"these cakes, Michelle threw quickly",+,+
161,False,"still, Michelle threw quickly",-,+
161,False,"these cakes, Michelle threw the paperwork quickly",+,-
161,True,"still, Michelle threw the paperwork quickly",-,-
162,True,"those balls, Susan lifted carefully",+,+
162,False,"indeed, Susan lifted carefully",-,+
162,False,"those balls, Susan lifted your jacket carefully",+,-
162,True,"indeed, Susan lifted your jacket carefully",-,-
163,True,"those balls, Susan lifted without falling",+,+
163,False,"indeed, Susan lifted without falling",-,+
163,False,"those balls, Susan lifted your jacket without falling",+,-
163,True,"indeed, Susan lifted your jacket without falling",-,-
164,True,"those balls, Susan lifted quickly",+,+
164,False,"indeed, Susan lifted quickly",-,+
164,False,"those balls, Susan lifted your jacket quickly",+,-
164,True,"indeed, Susan lifted your jacket quickly",-,-
165,True,"those balls, Susan lifted carefully",+,+
165,False,"indeed, Susan lifted carefully",-,+
165,False,"those balls, Susan lifted a phone carefully",+,-
165,True,"indeed, Susan lifted a phone carefully",-,-
166,True,"those balls, Susan lifted without falling",+,+
166,False,"indeed, Susan lifted without falling",-,+
166,False,"those balls, Susan lifted a phone without falling",+,-
166,True,"indeed, Susan lifted a phone without falling",-,-
167,True,"those balls, Susan lifted quickly",+,+
167,False,"indeed, Susan lifted quickly",-,+
167,False,"those balls, Susan lifted a phone quickly",+,-
167,True,"indeed, Susan lifted a phone quickly",-,-
168,True,"those balls, Susan lifted carefully",+,+
168,False,"indeed, Susan lifted carefully",-,+
168,False,"those balls, Susan lifted the paperwork carefully",+,-
168,True,"indeed, Susan lifted the paperwork carefully",-,-
169,True,"those balls, Susan lifted without falling",+,+
169,False,"indeed, Susan lifted without falling",-,+
169,False,"those balls, Susan lifted the paperwork without falling",+,-
169,True,"indeed, Susan lifted the paperwork without falling",-,-
170,True,"those balls, Susan lifted quickly",+,+
170,False,"indeed, Susan lifted quickly",-,+
170,False,"those balls, Susan lifted the paperwork quickly",+,-
170,True,"indeed, Susan lifted the paperwork quickly",-,-
171,True,"those balls, Susan stole carefully",+,+
171,False,"indeed, Susan stole carefully",-,+
171,False,"those balls, Susan stole your jacket carefully",+,-
171,True,"indeed, Susan stole your jacket carefully",-,-
172,True,"those balls, Susan stole without falling",+,+
172,False,"indeed, Susan stole without falling",-,+
172,False,"those balls, Susan stole your jacket without falling",+,-
172,True,"indeed, Susan stole your jacket without falling",-,-
173,True,"those balls, Susan stole quickly",+,+
173,False,"indeed, Susan stole quickly",-,+
173,False,"those balls, Susan stole your jacket quickly",+,-
173,True,"indeed, Susan stole your jacket quickly",-,-
174,True,"those balls, Susan stole carefully",+,+
174,False,"indeed, Susan stole carefully",-,+
174,False,"those balls, Susan stole a phone carefully",+,-
174,True,"indeed, Susan stole a phone carefully",-,-
175,True,"those balls, Susan stole without falling",+,+
175,False,"indeed, Susan stole without falling",-,+
175,False,"those balls, Susan stole a phone without falling",+,-
175,True,"indeed, Susan stole a phone without falling",-,-
176,True,"those balls, Susan stole quickly",+,+
176,False,"indeed, Susan stole quickly",-,+
176,False,"those balls, Susan stole a phone quickly",+,-
176,True,"indeed, Susan stole a phone quickly",-,-
177,True,"those balls, Susan stole carefully",+,+
177,False,"indeed, Susan stole carefully",-,+
177,False,"those balls, Susan stole the paperwork carefully",+,-
177,True,"indeed, Susan stole the paperwork carefully",-,-
178,True,"those balls, Susan stole without falling",+,+
178,False,"indeed, Susan stole without falling",-,+
178,False,"those balls, Susan stole the paperwork without falling",+,-
178,True,"indeed, Susan stole the paperwork without falling",-,-
179,True,"those balls, Susan stole quickly",+,+
179,False,"indeed, Susan stole quickly",-,+
179,False,"those balls, Susan stole the paperwork quickly",+,-
179,True,"indeed, Susan stole the paperwork quickly",-,-
180,True,"those balls, Susan threw carefully",+,+
180,False,"indeed, Susan threw carefully",-,+
180,False,"those balls, Susan threw your jacket carefully",+,-
180,True,"indeed, Susan threw your jacket carefully",-,-
181,True,"those balls, Susan threw without falling",+,+
181,False,"indeed, Susan threw without falling",-,+
181,False,"those balls, Susan threw your jacket without falling",+,-
181,True,"indeed, Susan threw your jacket without falling",-,-
182,True,"those balls, Susan threw quickly",+,+
182,False,"indeed, Susan threw quickly",-,+
182,False,"those balls, Susan threw your jacket quickly",+,-
182,True,"indeed, Susan threw your jacket quickly",-,-
183,True,"those balls, Susan threw carefully",+,+
183,False,"indeed, Susan threw carefully",-,+
183,False,"those balls, Susan threw a phone carefully",+,-
183,True,"indeed, Susan threw a phone carefully",-,-
184,True,"those balls, Susan threw without falling",+,+
184,False,"indeed, Susan threw without falling",-,+
184,False,"those balls, Susan threw a phone without falling",+,-
184,True,"indeed, Susan threw a phone without falling",-,-
185,True,"those balls, Susan threw quickly",+,+
185,False,"indeed, Susan threw quickly",-,+
185,False,"those balls, Susan threw a phone quickly",+,-
185,True,"indeed, Susan threw a phone quickly",-,-
186,True,"those balls, Susan threw carefully",+,+
186,False,"indeed, Susan threw carefully",-,+
186,False,"those balls, Susan threw the paperwork carefully",+,-
186,True,"indeed, Susan threw the paperwork carefully",-,-
187,True,"those balls, Susan threw without falling",+,+
187,False,"indeed, Susan threw without falling",-,+
187,False,"those balls, Susan threw the paperwork without falling",+,-
187,True,"indeed, Susan threw the paperwork without falling",-,-
188,True,"those balls, Susan threw quickly",+,+
188,False,"indeed, Susan threw quickly",-,+
188,False,"those balls, Susan threw the paperwork quickly",+,-
188,True,"indeed, Susan threw the paperwork quickly",-,-
189,True,"those balls, Michelle lifted carefully",+,+
189,False,"indeed, Michelle lifted carefully",-,+
189,False,"those balls, Michelle lifted your jacket carefully",+,-
189,True,"indeed, Michelle lifted your jacket carefully",-,-
190,True,"those balls, Michelle lifted without falling",+,+
190,False,"indeed, Michelle lifted without falling",-,+
190,False,"those balls, Michelle lifted your jacket without falling",+,-
190,True,"indeed, Michelle lifted your jacket without falling",-,-
191,True,"those balls, Michelle lifted quickly",+,+
191,False,"indeed, Michelle lifted quickly",-,+
191,False,"those balls, Michelle lifted your jacket quickly",+,-
191,True,"indeed, Michelle lifted your jacket quickly",-,-
192,True,"those balls, Michelle lifted carefully",+,+
192,False,"indeed, Michelle lifted carefully",-,+
192,False,"those balls, Michelle lifted a phone carefully",+,-
192,True,"indeed, Michelle lifted a phone carefully",-,-
193,True,"those balls, Michelle lifted without falling",+,+
193,False,"indeed, Michelle lifted without falling",-,+
193,False,"those balls, Michelle lifted a phone without falling",+,-
193,True,"indeed, Michelle lifted a phone without falling",-,-
194,True,"those balls, Michelle lifted quickly",+,+
194,False,"indeed, Michelle lifted quickly",-,+
194,False,"those balls, Michelle lifted a phone quickly",+,-
194,True,"indeed, Michelle lifted a phone quickly",-,-
195,True,"those balls, Michelle lifted carefully",+,+
195,False,"indeed, Michelle lifted carefully",-,+
195,False,"those balls, Michelle lifted the paperwork carefully",+,-
195,True,"indeed, Michelle lifted the paperwork carefully",-,-
196,True,"those balls, Michelle lifted without falling",+,+
196,False,"indeed, Michelle lifted without falling",-,+
196,False,"those balls, Michelle lifted the paperwork without falling",+,-
196,True,"indeed, Michelle lifted the paperwork without falling",-,-
197,True,"those balls, Michelle lifted quickly",+,+
197,False,"indeed, Michelle lifted quickly",-,+
197,False,"those balls, Michelle lifted the paperwork quickly",+,-
197,True,"indeed, Michelle lifted the paperwork quickly",-,-
198,True,"those balls, Michelle stole carefully",+,+
198,False,"indeed, Michelle stole carefully",-,+
198,False,"those balls, Michelle stole your jacket carefully",+,-
198,True,"indeed, Michelle stole your jacket carefully",-,-
199,True,"those balls, Michelle stole without falling",+,+
199,False,"indeed, Michelle stole without falling",-,+
199,False,"those balls, Michelle stole your jacket without falling",+,-
199,True,"indeed, Michelle stole your jacket without falling",-,-
200,True,"those balls, Michelle stole quickly",+,+
200,False,"indeed, Michelle stole quickly",-,+
200,False,"those balls, Michelle stole your jacket quickly",+,-
200,True,"indeed, Michelle stole your jacket quickly",-,-
201,True,"those balls, Michelle stole carefully",+,+
201,False,"indeed, Michelle stole carefully",-,+
201,False,"those balls, Michelle stole a phone carefully",+,-
201,True,"indeed, Michelle stole a phone carefully",-,-
202,True,"those balls, Michelle stole without falling",+,+
202,False,"indeed, Michelle stole without falling",-,+
202,False,"those balls, Michelle stole a phone without falling",+,-
202,True,"indeed, Michelle stole a phone without falling",-,-
203,True,"those balls, Michelle stole quickly",+,+
203,False,"indeed, Michelle stole quickly",-,+
203,False,"those balls, Michelle stole a phone quickly",+,-
203,True,"indeed, Michelle stole a phone quickly",-,-
204,True,"those balls, Michelle stole carefully",+,+
204,False,"indeed, Michelle stole carefully",-,+
204,False,"those balls, Michelle stole the paperwork carefully",+,-
204,True,"indeed, Michelle stole the paperwork carefully",-,-
205,True,"those balls, Michelle stole without falling",+,+
205,False,"indeed, Michelle stole without falling",-,+
205,False,"those balls, Michelle stole the paperwork without falling",+,-
205,True,"indeed, Michelle stole the paperwork without falling",-,-
206,True,"those balls, Michelle stole quickly",+,+
206,False,"indeed, Michelle stole quickly",-,+
206,False,"those balls, Michelle stole the paperwork quickly",+,-
206,True,"indeed, Michelle stole the paperwork quickly",-,-
207,True,"those balls, Michelle threw carefully",+,+
207,False,"indeed, Michelle threw carefully",-,+
207,False,"those balls, Michelle threw your jacket carefully",+,-
207,True,"indeed, Michelle threw your jacket carefully",-,-
208,True,"those balls, Michelle threw without falling",+,+
208,False,"indeed, Michelle threw without falling",-,+
208,False,"those balls, Michelle threw your jacket without falling",+,-
208,True,"indeed, Michelle threw your jacket without falling",-,-
209,True,"those balls, Michelle threw quickly",+,+
209,False,"indeed, Michelle threw quickly",-,+
209,False,"those balls, Michelle threw your jacket quickly",+,-
209,True,"indeed, Michelle threw your jacket quickly",-,-
210,True,"those balls, Michelle threw carefully",+,+
210,False,"indeed, Michelle threw carefully",-,+
210,False,"those balls, Michelle threw a phone carefully",+,-
210,True,"indeed, Michelle threw a phone carefully",-,-
211,True,"those balls, Michelle threw without falling",+,+
211,False,"indeed, Michelle threw without falling",-,+
211,False,"those balls, Michelle threw a phone without falling",+,-
211,True,"indeed, Michelle threw a phone without falling",-,-
212,True,"those balls, Michelle threw quickly",+,+
212,False,"indeed, Michelle threw quickly",-,+
212,False,"those balls, Michelle threw a phone quickly",+,-
212,True,"indeed, Michelle threw a phone quickly",-,-
213,True,"those balls, Michelle threw carefully",+,+
213,False,"indeed, Michelle threw carefully",-,+
213,False,"those balls, Michelle threw the paperwork carefully",+,-
213,True,"indeed, Michelle threw the paperwork carefully",-,-
214,True,"those balls, Michelle threw without falling",+,+
214,False,"indeed, Michelle threw without falling",-,+
214,False,"those balls, Michelle threw the paperwork without falling",+,-
214,True,"indeed, Michelle threw the paperwork without falling",-,-
215,True,"those balls, Michelle threw quickly",+,+
215,False,"indeed, Michelle threw quickly",-,+
215,False,"those balls, Michelle threw the paperwork quickly",+,-
215,True,"indeed, Michelle threw the paperwork quickly",-,-
216,True,"those balls, Susan lifted carefully",+,+
216,False,"meanwhile, Susan lifted carefully",-,+
216,False,"those balls, Susan lifted your jacket carefully",+,-
216,True,"meanwhile, Susan lifted your jacket carefully",-,-
217,True,"those balls, Susan lifted without falling",+,+
217,False,"meanwhile, Susan lifted without falling",-,+
217,False,"those balls, Susan lifted your jacket without falling",+,-
217,True,"meanwhile, Susan lifted your jacket without falling",-,-
218,True,"those balls, Susan lifted quickly",+,+
218,False,"meanwhile, Susan lifted quickly",-,+
218,False,"those balls, Susan lifted your jacket quickly",+,-
218,True,"meanwhile, Susan lifted your jacket quickly",-,-
219,True,"those balls, Susan lifted carefully",+,+
219,False,"meanwhile, Susan lifted carefully",-,+
219,False,"those balls, Susan lifted a phone carefully",+,-
219,True,"meanwhile, Susan lifted a phone carefully",-,-
220,True,"those balls, Susan lifted without falling",+,+
220,False,"meanwhile, Susan lifted without falling",-,+
220,False,"those balls, Susan lifted a phone without falling",+,-
220,True,"meanwhile, Susan lifted a phone without falling",-,-
221,True,"those balls, Susan lifted quickly",+,+
221,False,"meanwhile, Susan lifted quickly",-,+
221,False,"those balls, Susan lifted a phone quickly",+,-
221,True,"meanwhile, Susan lifted a phone quickly",-,-
222,True,"those balls, Susan lifted carefully",+,+
222,False,"meanwhile, Susan lifted carefully",-,+
222,False,"those balls, Susan lifted the paperwork carefully",+,-
222,True,"meanwhile, Susan lifted the paperwork carefully",-,-
223,True,"those balls, Susan lifted without falling",+,+
223,False,"meanwhile, Susan lifted without falling",-,+
223,False,"those balls, Susan lifted the paperwork without falling",+,-
223,True,"meanwhile, Susan lifted the paperwork without falling",-,-
224,True,"those balls, Susan lifted quickly",+,+
224,False,"meanwhile, Susan lifted quickly",-,+
224,False,"those balls, Susan lifted the paperwork quickly",+,-
224,True,"meanwhile, Susan lifted the paperwork quickly",-,-
225,True,"those balls, Susan stole carefully",+,+
225,False,"meanwhile, Susan stole carefully",-,+
225,False,"those balls, Susan stole your jacket carefully",+,-
225,True,"meanwhile, Susan stole your jacket carefully",-,-
226,True,"those balls, Susan stole without falling",+,+
226,False,"meanwhile, Susan stole without falling",-,+
226,False,"those balls, Susan stole your jacket without falling",+,-
226,True,"meanwhile, Susan stole your jacket without falling",-,-
227,True,"those balls, Susan stole quickly",+,+
227,False,"meanwhile, Susan stole quickly",-,+
227,False,"those balls, Susan stole your jacket quickly",+,-
227,True,"meanwhile, Susan stole your jacket quickly",-,-
228,True,"those balls, Susan stole carefully",+,+
228,False,"meanwhile, Susan stole carefully",-,+
228,False,"those balls, Susan stole a phone carefully",+,-
228,True,"meanwhile, Susan stole a phone carefully",-,-
229,True,"those balls, Susan stole without falling",+,+
229,False,"meanwhile, Susan stole without falling",-,+
229,False,"those balls, Susan stole a phone without falling",+,-
229,True,"meanwhile, Susan stole a phone without falling",-,-
230,True,"those balls, Susan stole quickly",+,+
230,False,"meanwhile, Susan stole quickly",-,+
230,False,"those balls, Susan stole a phone quickly",+,-
230,True,"meanwhile, Susan stole a phone quickly",-,-
231,True,"those balls, Susan stole carefully",+,+
231,False,"meanwhile, Susan stole carefully",-,+
231,False,"those balls, Susan stole the paperwork carefully",+,-
231,True,"meanwhile, Susan stole the paperwork carefully",-,-
232,True,"those balls, Susan stole without falling",+,+
232,False,"meanwhile, Susan stole without falling",-,+
232,False,"those balls, Susan stole the paperwork without falling",+,-
232,True,"meanwhile, Susan stole the paperwork without falling",-,-
233,True,"those balls, Susan stole quickly",+,+
233,False,"meanwhile, Susan stole quickly",-,+
233,False,"those balls, Susan stole the paperwork quickly",+,-
233,True,"meanwhile, Susan stole the paperwork quickly",-,-
234,True,"those balls, Susan threw carefully",+,+
234,False,"meanwhile, Susan threw carefully",-,+
234,False,"those balls, Susan threw your jacket carefully",+,-
234,True,"meanwhile, Susan threw your jacket carefully",-,-
235,True,"those balls, Susan threw without falling",+,+
235,False,"meanwhile, Susan threw without falling",-,+
235,False,"those balls, Susan threw your jacket without falling",+,-
235,True,"meanwhile, Susan threw your jacket without falling",-,-
236,True,"those balls, Susan threw quickly",+,+
236,False,"meanwhile, Susan threw quickly",-,+
236,False,"those balls, Susan threw your jacket quickly",+,-
236,True,"meanwhile, Susan threw your jacket quickly",-,-
237,True,"those balls, Susan threw carefully",+,+
237,False,"meanwhile, Susan threw carefully",-,+
237,False,"those balls, Susan threw a phone carefully",+,-
237,True,"meanwhile, Susan threw a phone carefully",-,-
238,True,"those balls, Susan threw without falling",+,+
238,False,"meanwhile, Susan threw without falling",-,+
238,False,"those balls, Susan threw a phone without falling",+,-
238,True,"meanwhile, Susan threw a phone without falling",-,-
239,True,"those balls, Susan threw quickly",+,+
239,False,"meanwhile, Susan threw quickly",-,+
239,False,"those balls, Susan threw a phone quickly",+,-
239,True,"meanwhile, Susan threw a phone quickly",-,-
240,True,"those balls, Susan threw carefully",+,+
240,False,"meanwhile, Susan threw carefully",-,+
240,False,"those balls, Susan threw the paperwork carefully",+,-
240,True,"meanwhile, Susan threw the paperwork carefully",-,-
241,True,"those balls, Susan threw without falling",+,+
241,False,"meanwhile, Susan threw without falling",-,+
241,False,"those balls, Susan threw the paperwork without falling",+,-
241,True,"meanwhile, Susan threw the paperwork without falling",-,-
242,True,"those balls, Susan threw quickly",+,+
242,False,"meanwhile, Susan threw quickly",-,+
242,False,"those balls, Susan threw the paperwork quickly",+,-
242,True,"meanwhile, Susan threw the paperwork quickly",-,-
243,True,"those balls, Michelle lifted carefully",+,+
243,False,"meanwhile, Michelle lifted carefully",-,+
243,False,"those balls, Michelle lifted your jacket carefully",+,-
243,True,"meanwhile, Michelle lifted your jacket carefully",-,-
244,True,"those balls, Michelle lifted without falling",+,+
244,False,"meanwhile, Michelle lifted without falling",-,+
244,False,"those balls, Michelle lifted your jacket without falling",+,-
244,True,"meanwhile, Michelle lifted your jacket without falling",-,-
245,True,"those balls, Michelle lifted quickly",+,+
245,False,"meanwhile, Michelle lifted quickly",-,+
245,False,"those balls, Michelle lifted your jacket quickly",+,-
245,True,"meanwhile, Michelle lifted your jacket quickly",-,-
246,True,"those balls, Michelle lifted carefully",+,+
246,False,"meanwhile, Michelle lifted carefully",-,+
246,False,"those balls, Michelle lifted a phone carefully",+,-
246,True,"meanwhile, Michelle lifted a phone carefully",-,-
247,True,"those balls, Michelle lifted without falling",+,+
247,False,"meanwhile, Michelle lifted without falling",-,+
247,False,"those balls, Michelle lifted a phone without falling",+,-
247,True,"meanwhile, Michelle lifted a phone without falling",-,-
248,True,"those balls, Michelle lifted quickly",+,+
248,False,"meanwhile, Michelle lifted quickly",-,+
248,False,"those balls, Michelle lifted a phone quickly",+,-
248,True,"meanwhile, Michelle lifted a phone quickly",-,-
249,True,"those balls, Michelle lifted carefully",+,+
249,False,"meanwhile, Michelle lifted carefully",-,+
249,False,"those balls, Michelle lifted the paperwork carefully",+,-
249,True,"meanwhile, Michelle lifted the paperwork carefully",-,-
250,True,"those balls, Michelle lifted without falling",+,+
250,False,"meanwhile, Michelle lifted without falling",-,+
250,False,"those balls, Michelle lifted the paperwork without falling",+,-
250,True,"meanwhile, Michelle lifted the paperwork without falling",-,-
251,True,"those balls, Michelle lifted quickly",+,+
251,False,"meanwhile, Michelle lifted quickly",-,+
251,False,"those balls, Michelle lifted the paperwork quickly",+,-
251,True,"meanwhile, Michelle lifted the paperwork quickly",-,-
252,True,"those balls, Michelle stole carefully",+,+
252,False,"meanwhile, Michelle stole carefully",-,+
252,False,"those balls, Michelle stole your jacket carefully",+,-
252,True,"meanwhile, Michelle stole your jacket carefully",-,-
253,True,"those balls, Michelle stole without falling",+,+
253,False,"meanwhile, Michelle stole without falling",-,+
253,False,"those balls, Michelle stole your jacket without falling",+,-
253,True,"meanwhile, Michelle stole your jacket without falling",-,-
254,True,"those balls, Michelle stole quickly",+,+
254,False,"meanwhile, Michelle stole quickly",-,+
254,False,"those balls, Michelle stole your jacket quickly",+,-
254,True,"meanwhile, Michelle stole your jacket quickly",-,-
255,True,"those balls, Michelle stole carefully",+,+
255,False,"meanwhile, Michelle stole carefully",-,+
255,False,"those balls, Michelle stole a phone carefully",+,-
255,True,"meanwhile, Michelle stole a phone carefully",-,-
256,True,"those balls, Michelle stole without falling",+,+
256,False,"meanwhile, Michelle stole without falling",-,+
256,False,"those balls, Michelle stole a phone without falling",+,-
256,True,"meanwhile, Michelle stole a phone without falling",-,-
257,True,"those balls, Michelle stole quickly",+,+
257,False,"meanwhile, Michelle stole quickly",-,+
257,False,"those balls, Michelle stole a phone quickly",+,-
257,True,"meanwhile, Michelle stole a phone quickly",-,-
258,True,"those balls, Michelle stole carefully",+,+
258,False,"meanwhile, Michelle stole carefully",-,+
258,False,"those balls, Michelle stole the paperwork carefully",+,-
258,True,"meanwhile, Michelle stole the paperwork carefully",-,-
259,True,"those balls, Michelle stole without falling",+,+
259,False,"meanwhile, Michelle stole without falling",-,+
259,False,"those balls, Michelle stole the paperwork without falling",+,-
259,True,"meanwhile, Michelle stole the paperwork without falling",-,-
260,True,"those balls, Michelle stole quickly",+,+
260,False,"meanwhile, Michelle stole quickly",-,+
260,False,"those balls, Michelle stole the paperwork quickly",+,-
260,True,"meanwhile, Michelle stole the paperwork quickly",-,-
261,True,"those balls, Michelle threw carefully",+,+
261,False,"meanwhile, Michelle threw carefully",-,+
261,False,"those balls, Michelle threw your jacket carefully",+,-
261,True,"meanwhile, Michelle threw your jacket carefully",-,-
262,True,"those balls, Michelle threw without falling",+,+
262,False,"meanwhile, Michelle threw without falling",-,+
262,False,"those balls, Michelle threw your jacket without falling",+,-
262,True,"meanwhile, Michelle threw your jacket without falling",-,-
263,True,"those balls, Michelle threw quickly",+,+
263,False,"meanwhile, Michelle threw quickly",-,+
263,False,"those balls, Michelle threw your jacket quickly",+,-
263,True,"meanwhile, Michelle threw your jacket quickly",-,-
264,True,"those balls, Michelle threw carefully",+,+
264,False,"meanwhile, Michelle threw carefully",-,+
264,False,"those balls, Michelle threw a phone carefully",+,-
264,True,"meanwhile, Michelle threw a phone carefully",-,-
265,True,"those balls, Michelle threw without falling",+,+
265,False,"meanwhile, Michelle threw without falling",-,+
265,False,"those balls, Michelle threw a phone without falling",+,-
265,True,"meanwhile, Michelle threw a phone without falling",-,-
266,True,"those balls, Michelle threw quickly",+,+
266,False,"meanwhile, Michelle threw quickly",-,+
266,False,"those balls, Michelle threw a phone quickly",+,-
266,True,"meanwhile, Michelle threw a phone quickly",-,-
267,True,"those balls, Michelle threw carefully",+,+
267,False,"meanwhile, Michelle threw carefully",-,+
267,False,"those balls, Michelle threw the paperwork carefully",+,-
267,True,"meanwhile, Michelle threw the paperwork carefully",-,-
268,True,"those balls, Michelle threw without falling",+,+
268,False,"meanwhile, Michelle threw without falling",-,+
268,False,"those balls, Michelle threw the paperwork without falling",+,-
268,True,"meanwhile, Michelle threw the paperwork without falling",-,-
269,True,"those balls, Michelle threw quickly",+,+
269,False,"meanwhile, Michelle threw quickly",-,+
269,False,"those balls, Michelle threw the paperwork quickly",+,-
269,True,"meanwhile, Michelle threw the paperwork quickly",-,-
270,True,"those balls, Susan lifted carefully",+,+
270,False,"still, Susan lifted carefully",-,+
270,False,"those balls, Susan lifted your jacket carefully",+,-
270,True,"still, Susan lifted your jacket carefully",-,-
271,True,"those balls, Susan lifted without falling",+,+
271,False,"still, Susan lifted without falling",-,+
271,False,"those balls, Susan lifted your jacket without falling",+,-
271,True,"still, Susan lifted your jacket without falling",-,-
272,True,"those balls, Susan lifted quickly",+,+
272,False,"still, Susan lifted quickly",-,+
272,False,"those balls, Susan lifted your jacket quickly",+,-
272,True,"still, Susan lifted your jacket quickly",-,-
273,True,"those balls, Susan lifted carefully",+,+
273,False,"still, Susan lifted carefully",-,+
273,False,"those balls, Susan lifted a phone carefully",+,-
273,True,"still, Susan lifted a phone carefully",-,-
274,True,"those balls, Susan lifted without falling",+,+
274,False,"still, Susan lifted without falling",-,+
274,False,"those balls, Susan lifted a phone without falling",+,-
274,True,"still, Susan lifted a phone without falling",-,-
275,True,"those balls, Susan lifted quickly",+,+
275,False,"still, Susan lifted quickly",-,+
275,False,"those balls, Susan lifted a phone quickly",+,-
