group,grammatical,sentence,a condition,b condition
133,True,It is these cakes that Susan threw without falling,+,+
133,False,It is annoying that Susan threw without falling,-,+
133,False,It is these cakes that Susan threw the paperwork without falling,+,-
133,True,It is annoying that Susan threw the paperwork without falling,-,-
134,True,It is these cakes that Susan threw quickly,+,+
134,False,It is annoying that Susan threw quickly,-,+
134,False,It is these cakes that Susan threw the paperwork quickly,+,-
134,True,It is annoying that Susan threw the paperwork quickly,-,-
135,True,It is these cakes that Michelle lifted carefully,+,+
135,False,It is annoying that Michelle lifted carefully,-,+
135,False,It is these cakes that Michelle lifted your jacket carefully,+,-
135,True,It is annoying that Michelle lifted your jacket carefully,-,-
136,True,It is these cakes that Michelle lifted without falling,+,+
136,False,It is annoying that Michelle lifted without falling,-,+
136,False,It is these cakes that Michelle lifted your jacket without falling,+,-
136,True,It is annoying that Michelle lifted your jacket without falling,-,-
137,True,It is these cakes that Michelle lifted quickly,+,+
137,False,It is annoying that Michelle lifted quickly,-,+
137,False,It is these cakes that Michelle lifted your jacket quickly,+,-
137,True,It is annoying that Michelle lifted your jacket quickly,-,-
138,True,It is these cakes that Michelle lifted carefully,+,+
138,False,It is annoying that Michelle lifted carefully,-,+
138,False,It is these cakes that Michelle lifted a phone carefully,+,-
138,True,It is annoying that Michelle lifted a phone carefully,-,-
139,True,It is these cakes that Michelle lifted without falling,+,+
139,False,It is annoying that Michelle lifted without falling,-,+
139,False,It is these cakes that Michelle lifted a phone without falling,+,-
139,True,It is annoying that Michelle lifted a phone without falling,-,-
140,True,It is these cakes that Michelle lifted quickly,+,+
140,False,It is annoying that Michelle lifted quickly,-,+
140,False,It is these cakes that Michelle lifted a phone quickly,+,-
140,True,It is annoying that Michelle lifted a phone quickly,-,-
141,True,It is these cakes that Michelle lifted carefully,+,+
141,False,It is annoying that Michelle lifted carefully,-,+
141,False,It is these cakes that Michelle lifted the paperwork carefully,+,-
141,True,It is annoying that Michelle lifted the paperwork carefully,-,-
142,True,It is these cakes that Michelle lifted without falling,+,+
142,False,It is annoying that Michelle lifted without falling,-,+
142,False,It is these cakes that Michelle lifted the paperwork without falling,+,-
142,True,It is annoying that Michelle lifted the paperwork without falling,-,-
143,True,It is these cakes that Michelle lifted quickly,+,+
143,False,It is annoying that Michelle lifted quickly,-,+
143,False,It is these cakes that Michelle lifted the paperwork quickly,+,-
143,True,It is annoying that Michelle lifted the paperwork quickly,-,-
144,True,It is these cakes that Michelle stole carefully,+,+
144,False,It is annoying that Michelle stole carefully,-,+
144,False,It is these cakes that Michelle stole your jacket carefully,+,-
144,True,It is annoying that Michelle stole your jacket carefully,-,-
145,True,It is these cakes that Michelle stole without falling,+,+
145,False,It is annoying that Michelle stole without falling,-,+
145,False,It is these cakes that Michelle stole your jacket without falling,+,-
145,True,It is annoying that Michelle stole your jacket without falling,-,-
146,True,It is these cakes that Michelle stole quickly,+,+
146,False,It is annoying that Michelle stole quickly,-,+
146,False,It is these cakes that Michelle stole your jacket quickly,+,-
146,True,It is annoying that Michelle stole your jacket quickly,-,-
147,True,It is these cakes that Michelle stole carefully,+,+
147,False,It is annoying that Michelle stole carefully,-,+
147,False,It is these cakes that Michelle stole a phone carefully,+,-
147,True,It is annoying that Michelle stole a phone carefully,-,-
148,True,It is these cakes that Michelle stole without falling,+,+
148,False,It is annoying that Michelle stole without falling,-,+
148,False,It is these cakes that Michelle stole a phone without falling,+,-
148,True,It is annoying that Michelle stole a phone without falling,-,-
149,True,It is these cakes that Michelle stole quickly,+,+
149,False,It is annoying that Michelle stole quickly,-,+
149,False,It is these cakes that Michelle stole a phone quickly,+,-
149,True,It is annoying that Michelle stole a phone quickly,-,-
150,True,It is these cakes that Michelle stole carefully,+,+
150,False,It is annoying that Michelle stole carefully,-,+
150,False,It is these cakes that Michelle stole the paperwork carefully,+,-
150,True,It is annoying that Michelle stole the paperwork carefully,-,-
151,True,It is these cakes that Michelle stole without falling,+,+
151,False,It is annoying that Michelle stole without falling,-,+
151,False,It is these cakes that Michelle stole the paperwork without falling,+,-
151,True,It is annoying that Michelle stole the paperwork without falling,-,-
152,True,It is these cakes that Michelle stole quickly,+,+
152,False,It is annoying that Michelle stole quickly,-,+
152,False,It is these cakes that Michelle stole the paperwork quickly,+,-
152,True,It is annoying that Michelle stole the paperwork quickly,-,-
153,True,It is these cakes that Michelle threw carefully,+,+
153,False,It is annoying that Michelle threw carefully,-,+
153,False,It is these cakes that Michelle threw your jacket carefully,+,-
153,True,It is annoying that Michelle threw your jacket carefully,-,-
154,True,It is these cakes that Michelle threw without falling,+,+
154,False,It is annoying that Michelle threw without falling,-,+
154,False,It is these cakes that Michelle threw your jacket without falling,+,-
154,True,It is annoying that Michelle threw your jacket without falling,-,-
155,True,It is these cakes that Michelle threw quickly,+,+
155,False,It is annoying that Michelle threw quickly,-,+
155,False,It is these cakes that Michelle threw your jacket quickly,+,-
155,True,It is annoying that Michelle threw your jacket quickly,-,-
156,True,It is these cakes that Michelle threw carefully,+,+
156,False,It is annoying that Michelle threw carefully,-,+
156,False,It is these cakes that Michelle threw a phone carefully,+,-
156,True,It is annoying that Michelle threw a phone carefully,-,-
157,True,It is these cakes that Michelle threw without falling,+,+
157,False,It is annoying that Michelle threw without falling,-,+
157,False,It is these cakes that Michelle threw a phone without falling,+,-
157,True,It is annoying that Michelle threw a phone without falling,-,-
158,True,It is these cakes that Michelle threw quickly,+,+
158,False,It is annoying that Michelle threw quickly,-,+
158,False,It is these cakes that Michelle threw a phone quickly,+,-
158,True,It is annoying that Michelle threw a phone quickly,-,-
159,True,It is these cakes that Michelle threw carefully,+,+
159,False,It is annoying that Michelle threw carefully,-,+
159,False,It is these cakes that Michelle threw the paperwork carefully,+,-
159,True,It is annoying that Michelle threw the paperwork carefully,-,-
160,True,It is these cakes that Michelle threw without falling,+,+
160,False,It is annoying that Michelle threw without falling,-,+
160,False,It is these cakes that Michelle threw the paperwork without falling,+,-
160,True,It is annoying that Michelle threw the paperwork without falling,-,-
161,True,It is these cakes that Michelle threw quickly,+,+
161,False,It is annoying that Michelle threw quickly,-,+
161,False,It is these cakes that Michelle threw the paperwork quickly,+,-
161,True,It is annoying that Michelle threw the paperwork quickly,-,-
162,True,It is those balls that Susan lifted carefully,+,+
162,False,It is obvious that Susan lifted carefully,-,+
162,False,It is those balls that Susan lifted your jacket carefully,+,-
162,True,It is obvious that Susan lifted your jacket carefully,-,-
163,True,It is those balls that Susan lifted without falling,+,+
163,False,It is obvious that Susan lifted without falling,-,+
163,False,It is those balls that Susan lifted your jacket without falling,+,-
163,True,It is obvious that Susan lifted your jacket without falling,-,-
164,True,It is those balls that Susan lifted quickly,+,+
164,False,It is obvious that Susan lifted quickly,-,+
164,False,It is those balls that Susan lifted your jacket quickly,+,-
164,True,It is obvious that Susan lifted your jacket quickly,-,-
165,True,It is those balls that Susan lifted carefully,+,+
165,False,It is obvious that Susan lifted carefully,-,+
165,False,It is those balls that Susan lifted a phone carefully,+,-
165,True,It is obvious that Susan lifted a phone carefully,-,-
166,True,It is those balls that Susan lifted without falling,+,+
166,False,It is obvious that Susan lifted without falling,-,+
166,False,It is those balls that Susan lifted a phone without falling,+,-
166,True,It is obvious that Susan lifted a phone without falling,-,-
167,True,It is those balls that Susan lifted quickly,+,+
167,False,It is obvious that Susan lifted quickly,-,+
167,False,It is those balls that Susan lifted a phone quickly,+,-
167,True,It is obvious that Susan lifted a phone quickly,-,-
168,True,It is those balls that Susan lifted carefully,+,+
168,False,It is obvious that Susan lifted carefully,-,+
168,False,It is those balls that Susan lifted the paperwork carefully,+,-
168,True,It is obvious that Susan lifted the paperwork carefully,-,-
169,True,It is those balls that Susan lifted without falling,+,+
169,False,It is obvious that Susan lifted without falling,-,+
169,False,It is those balls that Susan lifted the paperwork without falling,+,-
169,True,It is obvious that Susan lifted the paperwork without falling,-,-
170,True,It is those balls that Susan lifted quickly,+,+
170,False,It is obvious that Susan lifted quickly,-,+
170,False,It is those balls that Susan lifted the paperwork quickly,+,-
170,True,It is obvious that Susan lifted the paperwork quickly,-,-
171,True,It is those balls that Susan stole carefully,+,+
171,False,It is obvious that Susan stole carefully,-,+
171,False,It is those balls that Susan stole your jacket carefully,+,-
171,True,It is obvious that Susan stole your jacket carefully,-,-
172,True,It is those balls that Susan stole without falling,+,+
172,False,It is obvious that Susan stole without falling,-,+
172,False,It is those balls that Susan stole your jacket without falling,+,-
172,True,It is obvious that Susan stole your jacket without falling,-,-
173,True,It is those balls that Susan stole quickly,+,+
173,False,It is obvious that Susan stole quickly,-,+
173,False,It is those balls that Susan stole your jacket quickly,+,-
173,True,It is obvious that Susan stole your jacket quickly,-,-
174,True,It is those balls that Susan stole carefully,+,+
174,False,It is obvious that Susan stole carefully,-,+
174,False,It is those balls that Susan stole a phone carefully,+,-
174,True,It is obvious that Susan stole a phone carefully,-,-
175,True,It is those balls that Susan stole without falling,+,+
175,False,It is obvious that Susan stole without falling,-,+
175,False,It is those balls that Susan stole a phone without falling,+,-
175,True,It is obvious that Susan stole a phone without falling,-,-
176,True,It is those balls that Susan stole quickly,+,+
176,False,It is obvious that Susan stole quickly,-,+
176,False,It is those balls that Susan stole a phone quickly,+,-
176,True,It is obvious that Susan stole a phone quickly,-,-
177,True,It is those balls that Susan stole carefully,+,+
177,False,It is obvious that Susan stole carefully,-,+
177,False,It is those balls that Susan stole the paperwork carefully,+,-
177,True,It is obvious that Susan stole the paperwork carefully,-,-
178,True,It is those balls that Susan stole without falling,+,+
178,False,It is obvious that Susan stole without falling,-,+
178,False,It is those balls that Susan stole the paperwork without falling,+,-
178,True,It is obvious that Susan stole the paperwork without falling,-,-
179,True,It is those balls that Susan stole quickly,+,+
179,False,It is obvious that Susan stole quickly,-,+
179,False,It is those balls that Susan stole the paperwork quickly,+,-
179,True,It is obvious that Susan stole the paperwork quickly,-,-
180,True,It is those balls that Susan threw carefully,+,+
180,False,It is obvious that Susan threw carefully,-,+
180,False,It is those balls that Susan threw your jacket carefully,+,-
180,True,It is obvious that Susan threw your jacket carefully,-,-
181,True,It is those balls that Susan threw without falling,+,+
181,False,It is obvious that Susan threw without falling,-,+
181,False,It is those balls that Susan threw your jacket without falling,+,-
181,True,It is obvious that Susan threw your jacket without falling,-,-
182,True,It is those balls that Susan threw quickly,+,+
182,False,It is obvious that Susan threw quickly,-,+
182,False,It is those balls that Susan threw your jacket quickly,+,-
182,True,It is obvious that Susan threw your jacket quickly,-,-
183,True,It is those balls that Susan threw carefully,+,+
183,False,It is obvious that Susan threw carefully,-,+
183,False,It is those balls that Susan threw a phone carefully,+,-
183,True,It is obvious that Susan threw a phone carefully,-,-
184,True,It is those balls that Susan threw without falling,+,+
184,False,It is obvious that Susan threw without falling,-,+
184,False,It is those balls that Susan threw a phone without falling,+,-
184,True,It is obvious that Susan threw a phone without falling,-,-
185,True,It is those balls that Susan threw quickly,+,+
185,False,It is obvious that Susan threw quickly,-,+
185,False,It is those balls that Susan threw a phone quickly,+,-
185,True,It is obvious that Susan threw a phone quickly,-,-
186,True,It is those balls that Susan threw carefully,+,+
186,False,It is obvious that Susan threw carefully,-,+
186,False,It is those balls that Susan threw the paperwork carefully,+,-
186,True,It is obvious that Susan threw the paperwork carefully,-,-
187,True,It is those balls that Susan threw without falling,+,+
187,False,It is obvious that Susan threw without falling,-,+
187,False,It is those balls that Susan threw the paperwork without falling,+,-
187,True,It is obvious that Susan threw the paperwork without falling,-,-
188,True,It is those balls that Susan threw quickly,+,+
188,False,It is obvious that Susan threw quickly,-,+
188,False,It is those balls that Susan threw the paperwork quickly,+,-
188,True,It is obvious that Susan threw the paperwork quickly,-,-
189,True,It is those balls that Michelle lifted carefully,+,+
189,False,It is obvious that Michelle lifted carefully,-,+
189,False,It is those balls that Michelle lifted your jacket carefully,+,-
189,True,It is obvious that Michelle lifted your jacket carefully,-,-
190,True,It is those balls that Michelle lifted without falling,+,+
190,False,It is obvious that Michelle lifted without falling,-,+
190,False,It is those balls that Michelle lifted your jacket without falling,+,-
190,True,It is obvious that Michelle lifted your jacket without falling,-,-
191,True,It is those balls that Michelle lifted quickly,+,+
191,False,It is obvious that Michelle lifted quickly,-,+
191,False,It is those balls that Michelle lifted your jacket quickly,+,-
191,True,It is obvious that Michelle lifted your jacket quickly,-,-
192,True,It is those balls that Michelle lifted carefully,+,+
192,False,It is obvious that Michelle lifted carefully,-,+
192,False,It is those balls that Michelle lifted a phone carefully,+,-
192,True,It is obvious that Michelle lifted a phone carefully,-,-
193,True,It is those balls that Michelle lifted without falling,+,+
193,False,It is obvious that Michelle lifted without falling,-,+
193,False,It is those balls that Michelle lifted a phone without falling,+,-
193,True,It is obvious that Michelle lifted a phone without falling,-,-
194,True,It is those balls that Michelle lifted quickly,+,+
194,False,It is obvious that Michelle lifted quickly,-,+
194,False,It is those balls that Michelle lifted a phone quickly,+,-
194,True,It is obvious that Michelle lifted a phone quickly,-,-
195,True,It is those balls that Michelle lifted carefully,+,+
195,False,It is obvious that Michelle lifted carefully,-,+
195,False,It is those balls that Michelle lifted the paperwork carefully,+,-
195,True,It is obvious that Michelle lifted the paperwork carefully,-,-
196,True,It is those balls that Michelle lifted without falling,+,+
196,False,It is obvious that Michelle lifted without falling,-,+
196,False,It is those balls that Michelle lifted the paperwork without falling,+,-
196,True,It is obvious that Michelle lifted the paperwork without falling,-,-
197,True,It is those balls that Michelle lifted quickly,+,+
197,False,It is obvious that Michelle lifted quickly,-,+
197,False,It is those balls that Michelle lifted the paperwork quickly,+,-
197,True,It is obvious that Michelle lifted the paperwork quickly,-,-
198,True,It is those balls that Michelle stole carefully,+,+
198,False,It is obvious that Michelle stole carefully,-,+
198,False,It is those balls that Michelle stole your jacket carefully,+,-
198,True,It is obvious that Michelle stole your jacket carefully,-,-
199,True,It is those balls that Michelle stole without falling,+,+
199,False,It is obvious that Michelle stole without falling,-,+
199,False,It is those balls that Michelle stole your jacket without falling,+,-
199,True,It is obvious that Michelle stole your jacket without falling,-,-
200,True,It is those balls that Michelle stole quickly,+,+
200,False,It is obvious that Michelle stole quickly,-,+
200,False,It is those balls that Michelle stole your jacket quickly,+,-
200,True,It is obvious that Michelle stole your jacket quickly,-,-
201,True,It is those balls that Michelle stole carefully,+,+
201,False,It is obvious that Michelle stole carefully,-,+
201,False,It is those balls that Michelle stole a phone carefully,+,-
201,True,It is obvious that Michelle stole a phone carefully,-,-
202,True,It is those balls that Michelle stole without falling,+,+
202,False,It is obvious that Michelle stole without falling,-,+
202,False,It is those balls that Michelle stole a phone without falling,+,-
202,True,It is obvious that Michelle stole a phone without falling,-,-
203,True,It is those balls that Michelle stole quickly,+,+
203,False,It is obvious that Michelle stole quickly,-,+
203,False,It is those balls that Michelle stole a phone quickly,+,-
203,True,It is obvious that Michelle stole a phone quickly,-,-
204,True,It is those balls that Michelle stole carefully,+,+
204,False,It is obvious that Michelle stole carefully,-,+
204,False,It is those balls that Michelle stole the paperwork carefully,+,-
204,True,It is obvious that Michelle stole the paperwork carefully,-,-
205,True,It is those balls that Michelle stole without falling,+,+
205,False,It is obvious that Michelle stole without falling,-,+
205,False,It is those balls that Michelle stole the paperwork without falling,+,-
205,True,It is obvious that Michelle stole the paperwork without falling,-,-
206,True,It is those balls that Michelle stole quickly,+,+
206,False,It is obvious that Michelle stole quickly,-,+
206,False,It is those balls that Michelle stole the paperwork quickly,+,-
206,True,It is obvious that Michelle stole the paperwork quickly,-,-
207,True,It is those balls that Michelle threw carefully,+,+
207,False,It is obvious that Michelle threw carefully,-,+
207,False,It is those balls that Michelle threw your jacket carefully,+,-
207,True,It is obvious that Michelle threw your jacket carefully,-,-
208,True,It is those balls that Michelle threw without falling,+,+
208,False,It is obvious that Michelle threw without falling,-,+
208,False,It is those balls that Michelle threw your jacket without falling,+,-
208,True,It is obvious that Michelle threw your jacket without falling,-,-
209,True,It is those balls that Michelle threw quickly,+,+
209,False,It is obvious that Michelle threw quickly,-,+
209,False,It is those balls that Michelle threw your jacket quickly,+,-
209,True,It is obvious that Michelle threw your jacket quickly,-,-
210,True,It is those balls that Michelle threw carefully,+,+
210,False,It is obvious that Michelle threw carefully,-,+
210,False,It is those balls that Michelle threw a phone carefully,+,-
210,True,It is obvious that Michelle threw a phone carefully,-,-
211,True,It is those balls that Michelle threw without falling,+,+
211,False,It is obvious that Michelle threw without falling,-,+
211,False,It is those balls that Michelle threw a phone without falling,+,-
211,True,It is obvious that Michelle threw a phone without falling,-,-
212,True,It is those balls that Michelle threw quickly,+,+
212,False,It is obvious that Michelle threw quickly,-,+
212,False,It is those balls that Michelle threw a phone quickly,+,-
212,True,It is obvious that Michelle threw a phone quickly,-,-
213,True,It is those balls that Michelle threw carefully,+,+
213,False,It is obvious that Michelle threw carefully,-,+
213,False,It is those balls that Michelle threw the paperwork carefully,+,-
213,True,It is obvious that Michelle threw the paperwork carefully,-,-
214,True,It is those balls that Michelle threw without falling,+,+
214,False,It is obvious that Michelle threw without falling,-,+
214,False,It is those balls that Michelle threw the paperwork without falling,+,-
214,True,It is obvious that Michelle threw the paperwork without falling,-,-
215,True,It is those balls that Michelle threw quickly,+,+
215,False,It is obvious that Michelle threw quickly,-,+
215,False,It is those balls that Michelle threw the paperwork quickly,+,-
215,True,It is obvious that Michelle threw the paperwork quickly,-,-
216,True,It is those balls that Susan lifted carefully,+,+
216,False,It is surprising that Susan lifted carefully,-,+
216,False,It is those balls that Susan lifted your jacket carefully,+,-
216,True,It is surprising that Susan lifted your jacket carefully,-,-
217,True,It is those balls that Susan lifted without falling,+,+
217,False,It is surprising that Susan lifted without falling,-,+
217,False,It is those balls that Susan lifted your jacket without falling,+,-
217,True,It is surprising that Susan lifted your jacket without falling,-,-
218,True,It is those balls that Susan lifted quickly,+,+
218,False,It is surprising that Susan lifted quickly,-,+
218,False,It is those balls that Susan lifted your jacket quickly,+,-
218,True,It is surprising that Susan lifted your jacket quickly,-,-
219,True,It is those balls that Susan lifted carefully,+,+
219,False,It is surprising that Susan lifted carefully,-,+
219,False,It is those balls that Susan lifted a phone carefully,+,-
219,True,It is surprising that Susan lifted a phone carefully,-,-
220,True,It is those balls that Susan lifted without falling,+,+
220,False,It is surprising that Susan lifted without falling,-,+
220,False,It is those balls that Susan lifted a phone without falling,+,-
220,True,It is surprising that Susan lifted a phone without falling,-,-
221,True,It is those balls that Susan lifted quickly,+,+
221,False,It is surprising that Susan lifted quickly,-,+
221,False,It is those balls that Susan lifted a phone quickly,+,-
221,True,It is surprising that Susan lifted a phone quickly,-,-
222,True,It is those balls that Susan lifted carefully,+,+
222,False,It is surprising that Susan lifted carefully,-,+
222,False,It is those balls that Susan lifted the paperwork carefully,+,-
222,True,It is surprising that Susan lifted the paperwork carefully,-,-
223,True,It is those balls that Susan lifted without falling,+,+
223,False,It is surprising that Susan lifted without falling,-,+
223,False,It is those balls that Susan lifted the paperwork without falling,+,-
223,True,It is surprising that Susan lifted the paperwork without falling,-,-
224,True,It is those balls that Susan lifted quickly,+,+
224,False,It is surprising that Susan lifted quickly,-,+
224,False,It is those balls that Susan lifted the paperwork quickly,+,-
224,True,It is surprising that Susan lifted the paperwork quickly,-,-
225,True,It is those balls that Susan stole carefully,+,+
225,False,It is surprising that Susan stole carefully,-,+
225,False,It is those balls that Susan stole your jacket carefully,+,-
225,True,It is surprising that Susan stole your jacket carefully,-,-
226,True,It is those balls that Susan stole without falling,+,+
226,False,It is surprising that Susan stole without falling,-,+
226,False,It is those balls that Susan stole your jacket without falling,+,-
226,True,It is surprising that Susan stole your jacket without falling,-,-
227,True,It is those balls that Susan stole quickly,+,+
227,False,It is surprising that Susan stole quickly,-,+
227,False,It is those balls that Susan stole your jacket quickly,+,-
227,True,It is surprising that Susan stole your jacket quickly,-,-
228,True,It is those balls that Susan stole carefully,+,+
228,False,It is surprising that Susan stole carefully,-,+
228,False,It is those balls that Susan stole a phone carefully,+,-
228,True,It is surprising that Susan stole a phone carefully,-,-
229,True,It is those balls that Susan stole without falling,+,+
229,False,It is surprising that Susan stole without falling,-,+
229,False,It is those balls that Susan stole a phone without falling,+,-
229,True,It is surprising that Susan stole a phone without falling,-,-
230,True,It is those balls that Susan stole quickly,+,+
230,False,It is surprising that Susan stole quickly,-,+
230,False,It is those balls that Susan stole a phone quickly,+,-
230,True,It is surprising that Susan stole a phone quickly,-,-
231,True,It is those balls that Susan stole carefully,+,+
231,False,It is surprising that Susan stole carefully,-,+
231,False,It is those balls that Susan stole the paperwork carefully,+,-
231,True,It is surprising that Susan stole the paperwork carefully,-,-
232,True,It is those balls that Susan stole without falling,+,+
232,False,It is surprising that Susan stole without falling,-,+
232,False,It is those balls that Susan stole the paperwork without falling,+,-
232,True,It is surprising that Susan stole the paperwork without falling,-,-
233,True,It is those balls that Susan stole quickly,+,+
233,False,It is surprising that Susan stole quickly,-,+
233,False,It is those balls that Susan stole the paperwork quickly,+,-
233,True,It is surprising that Susan stole the paperwork quickly,-,-
234,True,It is those balls that Susan threw carefully,+,+
234,False,It is surprising that Susan threw carefully,-,+
234,False,It is those balls that Susan threw your jacket carefully,+,-
234,True,It is surprising that Susan threw your jacket carefully,-,-
235,True,It is those balls that Susan threw without falling,+,+
235,False,It is surprising that Susan threw without falling,-,+
235,False,It is those balls that Susan threw your jacket without falling,+,-
235,True,It is surprising that Susan threw your jacket without falling,-,-
236,True,It is those balls that Susan threw quickly,+,+
236,False,It is surprising that Susan threw quickly,-,+
236,False,It is those balls that Susan threw your jacket quickly,+,-
236,True,It is surprising that Susan threw your jacket quickly,-,-
237,True,It is those balls that Susan threw carefully,+,+
237,False,It is surprising that Susan threw carefully,-,+
237,False,It is those balls that Susan threw a phone carefully,+,-
237,True,It is surprising that Susan threw a phone carefully,-,-
238,True,It is those balls that Susan threw without falling,+,+
238,False,It is surprising that Susan threw without falling,-,+
238,False,It is those balls that Susan threw a phone without falling,+,-
238,True,It is surprising that Susan threw a phone without falling,-,-
239,True,It is those balls that Susan threw quickly,+,+
239,False,It is surprising that Susan threw quickly,-,+
239,False,It is those balls that Susan threw a phone quickly,+,-
239,True,It is surprising that Susan threw a phone quickly,-,-
240,True,It is those balls that Susan threw carefully,+,+
240,False,It is surprising that Susan threw carefully,-,+
240,False,It is those balls that Susan threw the paperwork carefully,+,-
240,True,It is surprising that Susan threw the paperwork carefully,-,-
241,True,It is those balls that Susan threw without falling,+,+
241,False,It is surprising that Susan threw without falling,-,+
241,False,It is those balls that Susan threw the paperwork without falling,+,-
241,True,It is surprising that Susan threw the paperwork without falling,-,-
242,True,It is those balls that Susan threw quickly,+,+
242,False,It is surprising that Susan threw quickly,-,+
242,False,It is those balls that Susan threw the paperwork quickly,+,-
242,True,It is surprising that Susan threw the paperwork quickly,-,-
243,True,It is those balls that Michelle lifted carefully,+,+
243,False,It is surprising that Michelle lifted carefully,-,+
243,False,It is those balls that Michelle lifted your jacket carefully,+,-
243,True,It is surprising that Michelle lifted your jacket carefully,-,-
244,True,It is those balls that Michelle lifted without falling,+,+
244,False,It is surprising that Michelle lifted without falling,-,+
244,False,It is those balls that Michelle lifted your jacket without falling,+,-
244,True,It is surprising that Michelle lifted your jacket without falling,-,-
245,True,It is those balls that Michelle lifted quickly,+,+
245,False,It is surprising that Michelle lifted quickly,-,+
245,False,It is those balls that Michelle lifted your jacket quickly,+,-
245,True,It is surprising that Michelle lifted your jacket quickly,-,-
246,True,It is those balls that Michelle lifted carefully,+,+
246,False,It is surprising that Michelle lifted carefully,-,+
246,False,It is those balls that Michelle lifted a phone carefully,+,-
246,True,It is surprising that Michelle lifted a phone carefully,-,-
247,True,It is those balls that Michelle lifted without falling,+,+
247,False,It is surprising that Michelle lifted without falling,-,+
247,False,It is those balls that Michelle lifted a phone without falling,+,-
247,True,It is surprising that Michelle lifted a phone without falling,-,-
248,True,It is those balls that Michelle lifted quickly,+,+
248,False,It is surprising that Michelle lifted quickly,-,+
248,False,It is those balls that Michelle lifted a phone quickly,+,-
248,True,It is surprising that Michelle lifted a phone quickly,-,-
249,True,It is those balls that Michelle lifted carefully,+,+
249,False,It is surprising that Michelle lifted carefully,-,+
249,False,It is those balls that Michelle lifted the paperwork carefully,+,-
249,True,It is surprising that Michelle lifted the paperwork carefully,-,-
250,True,It is those balls that Michelle lifted without falling,+,+
250,False,It is surprising that Michelle lifted without falling,-,+
250,False,It is those balls that Michelle lifted the paperwork without falling,+,-
250,True,It is surprising that Michelle lifted the paperwork without falling,-,-
251,True,It is those balls that Michelle lifted quickly,+,+
251,False,It is surprising that Michelle lifted quickly,-,+
251,False,It is those balls that Michelle lifted the paperwork quickly,+,-
251,True,It is surprising that Michelle lifted the paperwork quickly,-,-
252,True,It is those balls that Michelle stole carefully,+,+
252,False,It is surprising that Michelle stole carefully,-,+
252,False,It is those balls that Michelle stole your jacket carefully,+,-
252,True,It is surprising that Michelle stole your jacket carefully,-,-
253,True,It is those balls that Michelle stole without falling,+,+
253,False,It is surprising that Michelle stole without falling,-,+
253,False,It is those balls that Michelle stole your jacket without falling,+,-
253,True,It is surprising that Michelle stole your jacket without falling,-,-
254,True,It is those balls that Michelle stole quickly,+,+
254,False,It is surprising that Michelle stole quickly,-,+
254,False,It is those balls that Michelle stole your jacket quickly,+,-
254,True,It is surprising that Michelle stole your jacket quickly,-,-
255,True,It is those balls that Michelle stole carefully,+,+
255,False,It is surprising that Michelle stole carefully,-,+
255,False,It is those balls that Michelle stole a phone carefully,+,-
255,True,It is surprising that Michelle stole a phone carefully,-,-
256,True,It is those balls that Michelle stole without falling,+,+
256,False,It is surprising that Michelle stole without falling,-,+
256,False,It is those balls that Michelle stole a phone without falling,+,-
256,True,It is surprising that Michelle stole a phone without falling,-,-
257,True,It is those balls that Michelle stole quickly,+,+
257,False,It is surprising that Michelle stole quickly,-,+
257,False,It is those balls that Michelle stole a phone quickly,+,-
257,True,It is surprising that Michelle stole a phone quickly,-,-
258,True,It is those balls that Michelle stole carefully,+,+
258,False,It is surprising that Michelle stole carefully,-,+
258,False,It is those balls that Michelle stole the paperwork carefully,+,-
258,True,It is surprising that Michelle stole the paperwork carefully,-,-
259,True,It is those balls that Michelle stole without falling,+,+
259,False,It is surprising that Michelle stole without falling,-,+
259,False,It is those balls that Michelle stole the paperwork without falling,+,-
259,True,It is surprising that Michelle stole the paperwork without falling,-,-
260,True,It is those balls that Michelle stole quickly,+,+
260,False,It is surprising that Michelle stole quickly,-,+
260,False,It is those balls that Michelle stole the paperwork quickly,+,-
260,True,It is surprising that Michelle stole the paperwork quickly,-,-
261,True,It is those balls that Michelle threw carefully,+,+
261,False,It is surprising that Michelle threw carefully,-,+
261,False,It is those balls that Michelle threw your jacket carefully,+,-
261,True,It is surprising that Michelle threw your jacket carefully,-,-
262,True,It is those balls that Michelle threw without falling,+,+
262,False,It is surprising that Michelle threw without falling,-,+
262,False,It is those balls that Michelle threw your jacket without falling,+,-
262,True,It is surprising that Michelle threw your jacket without falling,-,-
263,True,It is those balls that Michelle threw quickly,+,+
263,False,It is surprising that Michelle threw quickly,-,+
263,False,It is those balls that Michelle threw your jacket quickly,+,-
263,True,It is surprising that Michelle threw your jacket quickly,-,-
264,True,It is those balls that Michelle threw carefully,+,+
264,False,It is surprising that Michelle threw carefully,-,+
264,False,It is those balls that Michelle threw a phone carefully,+,-
264,True,It is surprising that Michelle threw a phone carefully,-,-
265,True,It is those balls that Michelle threw without falling,+,+
265,False,It is surprising that Michelle threw without falling,-,+
265,False,It is those balls that Michelle threw a phone without falling,+,-
265,True,It is surprising that Michelle threw a phone without falling,-,-
266,True,It is those balls that Michelle threw quickly,+,+
266,False,It is surprising that Michelle threw quickly,-,+
266,False,It is those balls that Michelle threw a phone quickly,+,-
266,True,It is surprising that Michelle threw a phone quickly,-,-
267,True,It is those balls that Michelle threw carefully,+,+
