Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_XG>,I know that Brandon's recent talking to Jennifer distracted recently,False,Test,recently,60,68
<S_XG>,I know that William's recent talking to Jennifer distracted recently,False,Test,recently,60,68
<S_XG>,I know that Nicole's recent talking to Jennifer distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Eric's recent talking to Jennifer distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Melissa's recent talking to Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Timothy's recent talking to Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Michael's current talking to Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Ashley's current talking to Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Daniel's current talking to Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that John's current talking to Jennifer distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Brandon's current talking to Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that William's current talking to Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Nicole's current talking to Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Eric's current talking to Jennifer distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Melissa's current talking to Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Timothy's current talking to Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Michael's recent attitude towards Jennifer distracted recently,False,Test,recently,66,74
<S_XG>,I know that Ashley's recent attitude towards Jennifer distracted recently,False,Test,recently,65,73
<S_XG>,I know that Daniel's recent attitude towards Jennifer distracted recently,False,Test,recently,65,73
<S_XG>,I know that John's recent attitude towards Jennifer distracted recently,False,Test,recently,63,71
<S_XG>,I know that Brandon's recent attitude towards Jennifer distracted recently,False,Test,recently,66,74
<S_XG>,I know that William's recent attitude towards Jennifer distracted recently,False,Test,recently,66,74
<S_XG>,I know that Nicole's recent attitude towards Jennifer distracted recently,False,No Set,recently,65,73
<S_XG>,I know that Eric's recent attitude towards Jennifer distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Melissa's recent attitude towards Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Timothy's recent attitude towards Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Michael's current attitude towards Jennifer distracted recently,False,No Set,recently,67,75
<S_XG>,I know that Ashley's current attitude towards Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Daniel's current attitude towards Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that John's current attitude towards Jennifer distracted recently,False,No Set,recently,64,72
<S_XG>,I know that Brandon's current attitude towards Jennifer distracted recently,False,No Set,recently,67,75
<S_XG>,I know that William's current attitude towards Jennifer distracted recently,False,No Set,recently,67,75
<S_XG>,I know that Nicole's current attitude towards Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Eric's current attitude towards Jennifer distracted recently,False,No Set,recently,64,72
<S_XG>,I know that Melissa's current attitude towards Jennifer distracted recently,False,No Set,recently,67,75
<S_XG>,I know that Timothy's current attitude towards Jennifer distracted recently,False,No Set,recently,67,75
<S_XG>,I know that Michael's recent friendship with Jennifer distracted recently,False,Test,recently,65,73
<S_XG>,I know that Ashley's recent friendship with Jennifer distracted recently,False,Test,recently,64,72
<S_XG>,I know that Daniel's recent friendship with Jennifer distracted recently,False,Test,recently,64,72
<S_XG>,I know that John's recent friendship with Jennifer distracted recently,False,Test,recently,62,70
<S_XG>,I know that Brandon's recent friendship with Jennifer distracted recently,False,Test,recently,65,73
<S_XG>,I know that William's recent friendship with Jennifer distracted recently,False,Test,recently,65,73
<S_XG>,I know that Nicole's recent friendship with Jennifer distracted recently,False,No Set,recently,64,72
<S_XG>,I know that Eric's recent friendship with Jennifer distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Melissa's recent friendship with Jennifer distracted recently,False,No Set,recently,65,73
<S_XG>,I know that Timothy's recent friendship with Jennifer distracted recently,False,No Set,recently,65,73
<S_XG>,I know that Michael's current friendship with Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Ashley's current friendship with Jennifer distracted recently,False,No Set,recently,65,73
<S_XG>,I know that Daniel's current friendship with Jennifer distracted recently,False,No Set,recently,65,73
<S_XG>,I know that John's current friendship with Jennifer distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Brandon's current friendship with Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that William's current friendship with Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Nicole's current friendship with Jennifer distracted recently,False,No Set,recently,65,73
<S_XG>,I know that Eric's current friendship with Jennifer distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Melissa's current friendship with Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Timothy's current friendship with Jennifer distracted recently,False,No Set,recently,66,74
<S_XG>,I know that Michael's recent praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Ashley's recent praising of Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Daniel's recent praising of Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that John's recent praising of Jennifer distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Brandon's recent praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that William's recent praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Nicole's recent praising of Jennifer distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Eric's recent praising of Jennifer distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Melissa's recent praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Timothy's recent praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Michael's current praising of Jennifer distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Ashley's current praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Daniel's current praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that John's current praising of Jennifer distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Brandon's current praising of Jennifer distracted recently,False,No Set,recently,62,70
<S_XG>,I know that William's current praising of Jennifer distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Nicole's current praising of Jennifer distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Eric's current praising of Jennifer distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Melissa's current praising of Jennifer distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Timothy's current praising of Jennifer distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Michael's recent talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Ashley's recent talking to David distracted recently,False,No Set,recently,56,64
<S_XG>,I know that Daniel's recent talking to David distracted recently,False,No Set,recently,56,64
<S_XG>,I know that John's recent talking to David distracted recently,False,No Set,recently,54,62
<S_XG>,I know that Brandon's recent talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that William's recent talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Nicole's recent talking to David distracted recently,False,No Set,recently,56,64
<S_XG>,I know that Eric's recent talking to David distracted recently,False,No Set,recently,54,62
<S_XG>,I know that Melissa's recent talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Timothy's recent talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Michael's current talking to David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Ashley's current talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Daniel's current talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that John's current talking to David distracted recently,False,No Set,recently,55,63
<S_XG>,I know that Brandon's current talking to David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that William's current talking to David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Nicole's current talking to David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Eric's current talking to David distracted recently,False,No Set,recently,55,63
<S_XG>,I know that Melissa's current talking to David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Timothy's current talking to David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Michael's recent attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Ashley's recent attitude towards David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Daniel's recent attitude towards David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that John's recent attitude towards David distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Brandon's recent attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that William's recent attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Nicole's recent attitude towards David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Eric's recent attitude towards David distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Melissa's recent attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Timothy's recent attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Michael's current attitude towards David distracted recently,False,No Set,recently,64,72
<S_XG>,I know that Ashley's current attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Daniel's current attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that John's current attitude towards David distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Brandon's current attitude towards David distracted recently,False,No Set,recently,64,72
<S_XG>,I know that William's current attitude towards David distracted recently,False,No Set,recently,64,72
<S_XG>,I know that Nicole's current attitude towards David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Eric's current attitude towards David distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Melissa's current attitude towards David distracted recently,False,No Set,recently,64,72
<S_XG>,I know that Timothy's current attitude towards David distracted recently,False,No Set,recently,64,72
<S_XG>,I know that Michael's recent friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Ashley's recent friendship with David distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Daniel's recent friendship with David distracted recently,False,No Set,recently,61,69
<S_XG>,I know that John's recent friendship with David distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Brandon's recent friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that William's recent friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Nicole's recent friendship with David distracted recently,False,No Set,recently,61,69
<S_XG>,I know that Eric's recent friendship with David distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Melissa's recent friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Timothy's recent friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Michael's current friendship with David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Ashley's current friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Daniel's current friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that John's current friendship with David distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Brandon's current friendship with David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that William's current friendship with David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Nicole's current friendship with David distracted recently,False,No Set,recently,62,70
<S_XG>,I know that Eric's current friendship with David distracted recently,False,No Set,recently,60,68
<S_XG>,I know that Melissa's current friendship with David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Timothy's current friendship with David distracted recently,False,No Set,recently,63,71
<S_XG>,I know that Michael's recent praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Ashley's recent praising of David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Daniel's recent praising of David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that John's recent praising of David distracted recently,False,No Set,recently,55,63
<S_XG>,I know that Brandon's recent praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that William's recent praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Nicole's recent praising of David distracted recently,False,No Set,recently,57,65
<S_XG>,I know that Eric's recent praising of David distracted recently,False,No Set,recently,55,63
<S_XG>,I know that Melissa's recent praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Timothy's recent praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Michael's current praising of David distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Ashley's current praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Daniel's current praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that John's current praising of David distracted recently,False,No Set,recently,56,64
<S_XG>,I know that Brandon's current praising of David distracted recently,False,No Set,recently,59,67
<S_XG>,I know that William's current praising of David distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Nicole's current praising of David distracted recently,False,No Set,recently,58,66
<S_XG>,I know that Eric's current praising of David distracted recently,False,No Set,recently,56,64
<S_XG>,I know that Melissa's current praising of David distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Timothy's current praising of David distracted recently,False,No Set,recently,59,67
<S_XG>,I know that Michael's recent talking to Christopher worried recently,False,Test,recently,60,68
<S_XG>,I know that Ashley's recent talking to Christopher worried recently,False,Test,recently,59,67
<S_XG>,I know that Daniel's recent talking to Christopher worried recently,False,Test,recently,59,67
<S_XG>,I know that John's recent talking to Christopher worried recently,False,Test,recently,57,65
<S_XG>,I know that Brandon's recent talking to Christopher worried recently,False,Test,recently,60,68
<S_XG>,I know that William's recent talking to Christopher worried recently,False,Test,recently,60,68
<S_XG>,I know that Nicole's recent talking to Christopher worried recently,False,No Set,recently,59,67
<S_XG>,I know that Eric's recent talking to Christopher worried recently,False,No Set,recently,57,65
<S_XG>,I know that Melissa's recent talking to Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that Timothy's recent talking to Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that Michael's current talking to Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Ashley's current talking to Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that Daniel's current talking to Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that John's current talking to Christopher worried recently,False,No Set,recently,58,66
<S_XG>,I know that Brandon's current talking to Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that William's current talking to Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Nicole's current talking to Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that Eric's current talking to Christopher worried recently,False,No Set,recently,58,66
<S_XG>,I know that Melissa's current talking to Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Timothy's current talking to Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Michael's recent attitude towards Christopher worried recently,False,Test,recently,66,74
<S_XG>,I know that Ashley's recent attitude towards Christopher worried recently,False,Test,recently,65,73
<S_XG>,I know that Daniel's recent attitude towards Christopher worried recently,False,Test,recently,65,73
<S_XG>,I know that John's recent attitude towards Christopher worried recently,False,Test,recently,63,71
<S_XG>,I know that Brandon's recent attitude towards Christopher worried recently,False,Test,recently,66,74
<S_XG>,I know that William's recent attitude towards Christopher worried recently,False,Test,recently,66,74
<S_XG>,I know that Nicole's recent attitude towards Christopher worried recently,False,No Set,recently,65,73
<S_XG>,I know that Eric's recent attitude towards Christopher worried recently,False,No Set,recently,63,71
<S_XG>,I know that Melissa's recent attitude towards Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Timothy's recent attitude towards Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Michael's current attitude towards Christopher worried recently,False,No Set,recently,67,75
<S_XG>,I know that Ashley's current attitude towards Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Daniel's current attitude towards Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that John's current attitude towards Christopher worried recently,False,No Set,recently,64,72
<S_XG>,I know that Brandon's current attitude towards Christopher worried recently,False,No Set,recently,67,75
<S_XG>,I know that William's current attitude towards Christopher worried recently,False,No Set,recently,67,75
<S_XG>,I know that Nicole's current attitude towards Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Eric's current attitude towards Christopher worried recently,False,No Set,recently,64,72
<S_XG>,I know that Melissa's current attitude towards Christopher worried recently,False,No Set,recently,67,75
<S_XG>,I know that Timothy's current attitude towards Christopher worried recently,False,No Set,recently,67,75
<S_XG>,I know that Michael's recent friendship with Christopher worried recently,False,Test,recently,65,73
<S_XG>,I know that Ashley's recent friendship with Christopher worried recently,False,Test,recently,64,72
<S_XG>,I know that Daniel's recent friendship with Christopher worried recently,False,Test,recently,64,72
<S_XG>,I know that John's recent friendship with Christopher worried recently,False,Test,recently,62,70
<S_XG>,I know that Brandon's recent friendship with Christopher worried recently,False,Test,recently,65,73
<S_XG>,I know that William's recent friendship with Christopher worried recently,False,Test,recently,65,73
<S_XG>,I know that Nicole's recent friendship with Christopher worried recently,False,No Set,recently,64,72
<S_XG>,I know that Eric's recent friendship with Christopher worried recently,False,No Set,recently,62,70
<S_XG>,I know that Melissa's recent friendship with Christopher worried recently,False,No Set,recently,65,73
<S_XG>,I know that Timothy's recent friendship with Christopher worried recently,False,No Set,recently,65,73
<S_XG>,I know that Michael's current friendship with Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Ashley's current friendship with Christopher worried recently,False,No Set,recently,65,73
<S_XG>,I know that Daniel's current friendship with Christopher worried recently,False,No Set,recently,65,73
<S_XG>,I know that John's current friendship with Christopher worried recently,False,No Set,recently,63,71
<S_XG>,I know that Brandon's current friendship with Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that William's current friendship with Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Nicole's current friendship with Christopher worried recently,False,No Set,recently,65,73
<S_XG>,I know that Eric's current friendship with Christopher worried recently,False,No Set,recently,63,71
<S_XG>,I know that Melissa's current friendship with Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Timothy's current friendship with Christopher worried recently,False,No Set,recently,66,74
<S_XG>,I know that Michael's recent praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Ashley's recent praising of Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that Daniel's recent praising of Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that John's recent praising of Christopher worried recently,False,No Set,recently,58,66
<S_XG>,I know that Brandon's recent praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that William's recent praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Nicole's recent praising of Christopher worried recently,False,No Set,recently,60,68
<S_XG>,I know that Eric's recent praising of Christopher worried recently,False,No Set,recently,58,66
<S_XG>,I know that Melissa's recent praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Timothy's recent praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Michael's current praising of Christopher worried recently,False,No Set,recently,62,70
<S_XG>,I know that Ashley's current praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Daniel's current praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that John's current praising of Christopher worried recently,False,No Set,recently,59,67
<S_XG>,I know that Brandon's current praising of Christopher worried recently,False,No Set,recently,62,70
<S_XG>,I know that William's current praising of Christopher worried recently,False,No Set,recently,62,70
<S_XG>,I know that Nicole's current praising of Christopher worried recently,False,No Set,recently,61,69
<S_XG>,I know that Eric's current praising of Christopher worried recently,False,No Set,recently,59,67
<S_XG>,I know that Melissa's current praising of Christopher worried recently,False,No Set,recently,62,70
<S_XG>,I know that Timothy's current praising of Christopher worried recently,False,No Set,recently,62,70
<S_XG>,I know that Michael's recent talking to Jennifer worried recently,False,Test,recently,57,65
<S_XG>,I know that Ashley's recent talking to Jennifer worried recently,False,Test,recently,56,64
<S_XG>,I know that Daniel's recent talking to Jennifer worried recently,False,Test,recently,56,64
<S_XG>,I know that John's recent talking to Jennifer worried recently,False,Test,recently,54,62
<S_XG>,I know that Brandon's recent talking to Jennifer worried recently,False,Test,recently,57,65
<S_XG>,I know that William's recent talking to Jennifer worried recently,False,Test,recently,57,65
<S_XG>,I know that Nicole's recent talking to Jennifer worried recently,False,No Set,recently,56,64
<S_XG>,I know that Eric's recent talking to Jennifer worried recently,False,No Set,recently,54,62
<S_XG>,I know that Melissa's recent talking to Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that Timothy's recent talking to Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that Michael's current talking to Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Ashley's current talking to Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that Daniel's current talking to Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that John's current talking to Jennifer worried recently,False,No Set,recently,55,63
<S_XG>,I know that Brandon's current talking to Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that William's current talking to Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Nicole's current talking to Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that Eric's current talking to Jennifer worried recently,False,No Set,recently,55,63
<S_XG>,I know that Melissa's current talking to Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Timothy's current talking to Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Michael's recent attitude towards Jennifer worried recently,False,Test,recently,63,71
<S_XG>,I know that Ashley's recent attitude towards Jennifer worried recently,False,Test,recently,62,70
<S_XG>,I know that Daniel's recent attitude towards Jennifer worried recently,False,Test,recently,62,70
<S_XG>,I know that John's recent attitude towards Jennifer worried recently,False,Test,recently,60,68
<S_XG>,I know that Brandon's recent attitude towards Jennifer worried recently,False,Test,recently,63,71
<S_XG>,I know that William's recent attitude towards Jennifer worried recently,False,Test,recently,63,71
<S_XG>,I know that Nicole's recent attitude towards Jennifer worried recently,False,No Set,recently,62,70
<S_XG>,I know that Eric's recent attitude towards Jennifer worried recently,False,No Set,recently,60,68
<S_XG>,I know that Melissa's recent attitude towards Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Timothy's recent attitude towards Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Michael's current attitude towards Jennifer worried recently,False,No Set,recently,64,72
<S_XG>,I know that Ashley's current attitude towards Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Daniel's current attitude towards Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that John's current attitude towards Jennifer worried recently,False,No Set,recently,61,69
<S_XG>,I know that Brandon's current attitude towards Jennifer worried recently,False,No Set,recently,64,72
<S_XG>,I know that William's current attitude towards Jennifer worried recently,False,No Set,recently,64,72
<S_XG>,I know that Nicole's current attitude towards Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Eric's current attitude towards Jennifer worried recently,False,No Set,recently,61,69
<S_XG>,I know that Melissa's current attitude towards Jennifer worried recently,False,No Set,recently,64,72
<S_XG>,I know that Timothy's current attitude towards Jennifer worried recently,False,No Set,recently,64,72
<S_XG>,I know that Michael's recent friendship with Jennifer worried recently,False,Test,recently,62,70
<S_XG>,I know that Ashley's recent friendship with Jennifer worried recently,False,Test,recently,61,69
<S_XG>,I know that Daniel's recent friendship with Jennifer worried recently,False,Test,recently,61,69
<S_XG>,I know that John's recent friendship with Jennifer worried recently,False,Test,recently,59,67
<S_XG>,I know that Brandon's recent friendship with Jennifer worried recently,False,Test,recently,62,70
<S_XG>,I know that William's recent friendship with Jennifer worried recently,False,Test,recently,62,70
<S_XG>,I know that Nicole's recent friendship with Jennifer worried recently,False,No Set,recently,61,69
<S_XG>,I know that Eric's recent friendship with Jennifer worried recently,False,No Set,recently,59,67
<S_XG>,I know that Melissa's recent friendship with Jennifer worried recently,False,No Set,recently,62,70
<S_XG>,I know that Timothy's recent friendship with Jennifer worried recently,False,No Set,recently,62,70
<S_XG>,I know that Michael's current friendship with Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Ashley's current friendship with Jennifer worried recently,False,No Set,recently,62,70
<S_XG>,I know that Daniel's current friendship with Jennifer worried recently,False,No Set,recently,62,70
<S_XG>,I know that John's current friendship with Jennifer worried recently,False,No Set,recently,60,68
<S_XG>,I know that Brandon's current friendship with Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that William's current friendship with Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Nicole's current friendship with Jennifer worried recently,False,No Set,recently,62,70
<S_XG>,I know that Eric's current friendship with Jennifer worried recently,False,No Set,recently,60,68
<S_XG>,I know that Melissa's current friendship with Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Timothy's current friendship with Jennifer worried recently,False,No Set,recently,63,71
<S_XG>,I know that Michael's recent praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Ashley's recent praising of Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that Daniel's recent praising of Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that John's recent praising of Jennifer worried recently,False,No Set,recently,55,63
<S_XG>,I know that Brandon's recent praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that William's recent praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Nicole's recent praising of Jennifer worried recently,False,No Set,recently,57,65
<S_XG>,I know that Eric's recent praising of Jennifer worried recently,False,No Set,recently,55,63
<S_XG>,I know that Melissa's recent praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Timothy's recent praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Michael's current praising of Jennifer worried recently,False,No Set,recently,59,67
<S_XG>,I know that Ashley's current praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Daniel's current praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that John's current praising of Jennifer worried recently,False,No Set,recently,56,64
<S_XG>,I know that Brandon's current praising of Jennifer worried recently,False,No Set,recently,59,67
<S_XG>,I know that William's current praising of Jennifer worried recently,False,No Set,recently,59,67
<S_XG>,I know that Nicole's current praising of Jennifer worried recently,False,No Set,recently,58,66
<S_XG>,I know that Eric's current praising of Jennifer worried recently,False,No Set,recently,56,64
<S_XG>,I know that Melissa's current praising of Jennifer worried recently,False,No Set,recently,59,67
<S_XG>,I know that Timothy's current praising of Jennifer worried recently,False,No Set,recently,59,67
<S_XG>,I know that Michael's recent talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that Ashley's recent talking to David worried recently,False,No Set,recently,53,61
<S_XG>,I know that Daniel's recent talking to David worried recently,False,No Set,recently,53,61
<S_XG>,I know that John's recent talking to David worried recently,False,No Set,recently,51,59
<S_XG>,I know that Brandon's recent talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that William's recent talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that Nicole's recent talking to David worried recently,False,No Set,recently,53,61
<S_XG>,I know that Eric's recent talking to David worried recently,False,No Set,recently,51,59
<S_XG>,I know that Melissa's recent talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that Timothy's recent talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that Michael's current talking to David worried recently,False,No Set,recently,55,63
<S_XG>,I know that Ashley's current talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that Daniel's current talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that John's current talking to David worried recently,False,No Set,recently,52,60
<S_XG>,I know that Brandon's current talking to David worried recently,False,No Set,recently,55,63
<S_XG>,I know that William's current talking to David worried recently,False,No Set,recently,55,63
<S_XG>,I know that Nicole's current talking to David worried recently,False,No Set,recently,54,62
<S_XG>,I know that Eric's current talking to David worried recently,False,No Set,recently,52,60
<S_XG>,I know that Melissa's current talking to David worried recently,False,No Set,recently,55,63
<S_XG>,I know that Timothy's current talking to David worried recently,False,No Set,recently,55,63
<S_XG>,I know that Michael's recent attitude towards David worried recently,False,No Set,recently,60,68
<S_XG>,I know that Ashley's recent attitude towards David worried recently,False,No Set,recently,59,67
