group,grammatical,sentence,a condition,b condition
109,False,It is these pizzas that Susan lifted your jacket without falling,+cleft,-gap
109,True,It is annoying that Susan lifted your jacket without falling,-cleft,-gap
110,True,It is these pizzas that Susan lifted quickly,+cleft,+gap
110,False,It is annoying that Susan lifted quickly,-cleft,+gap
110,False,It is these pizzas that Susan lifted your jacket quickly,+cleft,-gap
110,True,It is annoying that Susan lifted your jacket quickly,-cleft,-gap
111,True,It is these pizzas that Susan lifted carefully,+cleft,+gap
111,False,It is annoying that Susan lifted carefully,-cleft,+gap
111,False,It is these pizzas that Susan lifted a phone carefully,+cleft,-gap
111,True,It is annoying that Susan lifted a phone carefully,-cleft,-gap
112,True,It is these pizzas that Susan lifted without falling,+cleft,+gap
112,False,It is annoying that Susan lifted without falling,-cleft,+gap
112,False,It is these pizzas that Susan lifted a phone without falling,+cleft,-gap
112,True,It is annoying that Susan lifted a phone without falling,-cleft,-gap
113,True,It is these pizzas that Susan lifted quickly,+cleft,+gap
113,False,It is annoying that Susan lifted quickly,-cleft,+gap
113,False,It is these pizzas that Susan lifted a phone quickly,+cleft,-gap
113,True,It is annoying that Susan lifted a phone quickly,-cleft,-gap
114,True,It is these pizzas that Susan lifted carefully,+cleft,+gap
114,False,It is annoying that Susan lifted carefully,-cleft,+gap
114,False,It is these pizzas that Susan lifted the paperwork carefully,+cleft,-gap
114,True,It is annoying that Susan lifted the paperwork carefully,-cleft,-gap
115,True,It is these pizzas that Susan lifted without falling,+cleft,+gap
115,False,It is annoying that Susan lifted without falling,-cleft,+gap
115,False,It is these pizzas that Susan lifted the paperwork without falling,+cleft,-gap
115,True,It is annoying that Susan lifted the paperwork without falling,-cleft,-gap
116,True,It is these pizzas that Susan lifted quickly,+cleft,+gap
116,False,It is annoying that Susan lifted quickly,-cleft,+gap
116,False,It is these pizzas that Susan lifted the paperwork quickly,+cleft,-gap
116,True,It is annoying that Susan lifted the paperwork quickly,-cleft,-gap
117,True,It is these pizzas that Susan stole carefully,+cleft,+gap
117,False,It is annoying that Susan stole carefully,-cleft,+gap
117,False,It is these pizzas that Susan stole your jacket carefully,+cleft,-gap
117,True,It is annoying that Susan stole your jacket carefully,-cleft,-gap
118,True,It is these pizzas that Susan stole without falling,+cleft,+gap
118,False,It is annoying that Susan stole without falling,-cleft,+gap
118,False,It is these pizzas that Susan stole your jacket without falling,+cleft,-gap
118,True,It is annoying that Susan stole your jacket without falling,-cleft,-gap
119,True,It is these pizzas that Susan stole quickly,+cleft,+gap
119,False,It is annoying that Susan stole quickly,-cleft,+gap
119,False,It is these pizzas that Susan stole your jacket quickly,+cleft,-gap
119,True,It is annoying that Susan stole your jacket quickly,-cleft,-gap
120,True,It is these pizzas that Susan stole carefully,+cleft,+gap
120,False,It is annoying that Susan stole carefully,-cleft,+gap
120,False,It is these pizzas that Susan stole a phone carefully,+cleft,-gap
120,True,It is annoying that Susan stole a phone carefully,-cleft,-gap
121,True,It is these pizzas that Susan stole without falling,+cleft,+gap
121,False,It is annoying that Susan stole without falling,-cleft,+gap
121,False,It is these pizzas that Susan stole a phone without falling,+cleft,-gap
121,True,It is annoying that Susan stole a phone without falling,-cleft,-gap
122,True,It is these pizzas that Susan stole quickly,+cleft,+gap
122,False,It is annoying that Susan stole quickly,-cleft,+gap
122,False,It is these pizzas that Susan stole a phone quickly,+cleft,-gap
122,True,It is annoying that Susan stole a phone quickly,-cleft,-gap
123,True,It is these pizzas that Susan stole carefully,+cleft,+gap
123,False,It is annoying that Susan stole carefully,-cleft,+gap
123,False,It is these pizzas that Susan stole the paperwork carefully,+cleft,-gap
123,True,It is annoying that Susan stole the paperwork carefully,-cleft,-gap
124,True,It is these pizzas that Susan stole without falling,+cleft,+gap
124,False,It is annoying that Susan stole without falling,-cleft,+gap
124,False,It is these pizzas that Susan stole the paperwork without falling,+cleft,-gap
124,True,It is annoying that Susan stole the paperwork without falling,-cleft,-gap
125,True,It is these pizzas that Susan stole quickly,+cleft,+gap
125,False,It is annoying that Susan stole quickly,-cleft,+gap
125,False,It is these pizzas that Susan stole the paperwork quickly,+cleft,-gap
125,True,It is annoying that Susan stole the paperwork quickly,-cleft,-gap
126,True,It is these pizzas that Susan threw carefully,+cleft,+gap
126,False,It is annoying that Susan threw carefully,-cleft,+gap
126,False,It is these pizzas that Susan threw your jacket carefully,+cleft,-gap
126,True,It is annoying that Susan threw your jacket carefully,-cleft,-gap
127,True,It is these pizzas that Susan threw without falling,+cleft,+gap
127,False,It is annoying that Susan threw without falling,-cleft,+gap
127,False,It is these pizzas that Susan threw your jacket without falling,+cleft,-gap
127,True,It is annoying that Susan threw your jacket without falling,-cleft,-gap
128,True,It is these pizzas that Susan threw quickly,+cleft,+gap
128,False,It is annoying that Susan threw quickly,-cleft,+gap
128,False,It is these pizzas that Susan threw your jacket quickly,+cleft,-gap
128,True,It is annoying that Susan threw your jacket quickly,-cleft,-gap
129,True,It is these pizzas that Susan threw carefully,+cleft,+gap
129,False,It is annoying that Susan threw carefully,-cleft,+gap
129,False,It is these pizzas that Susan threw a phone carefully,+cleft,-gap
129,True,It is annoying that Susan threw a phone carefully,-cleft,-gap
130,True,It is these pizzas that Susan threw without falling,+cleft,+gap
130,False,It is annoying that Susan threw without falling,-cleft,+gap
130,False,It is these pizzas that Susan threw a phone without falling,+cleft,-gap
130,True,It is annoying that Susan threw a phone without falling,-cleft,-gap
131,True,It is these pizzas that Susan threw quickly,+cleft,+gap
131,False,It is annoying that Susan threw quickly,-cleft,+gap
131,False,It is these pizzas that Susan threw a phone quickly,+cleft,-gap
131,True,It is annoying that Susan threw a phone quickly,-cleft,-gap
132,True,It is these pizzas that Susan threw carefully,+cleft,+gap
132,False,It is annoying that Susan threw carefully,-cleft,+gap
132,False,It is these pizzas that Susan threw the paperwork carefully,+cleft,-gap
132,True,It is annoying that Susan threw the paperwork carefully,-cleft,-gap
133,True,It is these pizzas that Susan threw without falling,+cleft,+gap
133,False,It is annoying that Susan threw without falling,-cleft,+gap
133,False,It is these pizzas that Susan threw the paperwork without falling,+cleft,-gap
133,True,It is annoying that Susan threw the paperwork without falling,-cleft,-gap
134,True,It is these pizzas that Susan threw quickly,+cleft,+gap
134,False,It is annoying that Susan threw quickly,-cleft,+gap
134,False,It is these pizzas that Susan threw the paperwork quickly,+cleft,-gap
134,True,It is annoying that Susan threw the paperwork quickly,-cleft,-gap
135,True,It is these pizzas that Michelle lifted carefully,+cleft,+gap
135,False,It is annoying that Michelle lifted carefully,-cleft,+gap
135,False,It is these pizzas that Michelle lifted your jacket carefully,+cleft,-gap
135,True,It is annoying that Michelle lifted your jacket carefully,-cleft,-gap
136,True,It is these pizzas that Michelle lifted without falling,+cleft,+gap
136,False,It is annoying that Michelle lifted without falling,-cleft,+gap
136,False,It is these pizzas that Michelle lifted your jacket without falling,+cleft,-gap
136,True,It is annoying that Michelle lifted your jacket without falling,-cleft,-gap
137,True,It is these pizzas that Michelle lifted quickly,+cleft,+gap
137,False,It is annoying that Michelle lifted quickly,-cleft,+gap
137,False,It is these pizzas that Michelle lifted your jacket quickly,+cleft,-gap
137,True,It is annoying that Michelle lifted your jacket quickly,-cleft,-gap
138,True,It is these pizzas that Michelle lifted carefully,+cleft,+gap
138,False,It is annoying that Michelle lifted carefully,-cleft,+gap
138,False,It is these pizzas that Michelle lifted a phone carefully,+cleft,-gap
138,True,It is annoying that Michelle lifted a phone carefully,-cleft,-gap
139,True,It is these pizzas that Michelle lifted without falling,+cleft,+gap
139,False,It is annoying that Michelle lifted without falling,-cleft,+gap
139,False,It is these pizzas that Michelle lifted a phone without falling,+cleft,-gap
139,True,It is annoying that Michelle lifted a phone without falling,-cleft,-gap
140,True,It is these pizzas that Michelle lifted quickly,+cleft,+gap
140,False,It is annoying that Michelle lifted quickly,-cleft,+gap
140,False,It is these pizzas that Michelle lifted a phone quickly,+cleft,-gap
140,True,It is annoying that Michelle lifted a phone quickly,-cleft,-gap
141,True,It is these pizzas that Michelle lifted carefully,+cleft,+gap
141,False,It is annoying that Michelle lifted carefully,-cleft,+gap
141,False,It is these pizzas that Michelle lifted the paperwork carefully,+cleft,-gap
141,True,It is annoying that Michelle lifted the paperwork carefully,-cleft,-gap
142,True,It is these pizzas that Michelle lifted without falling,+cleft,+gap
142,False,It is annoying that Michelle lifted without falling,-cleft,+gap
142,False,It is these pizzas that Michelle lifted the paperwork without falling,+cleft,-gap
142,True,It is annoying that Michelle lifted the paperwork without falling,-cleft,-gap
143,True,It is these pizzas that Michelle lifted quickly,+cleft,+gap
143,False,It is annoying that Michelle lifted quickly,-cleft,+gap
143,False,It is these pizzas that Michelle lifted the paperwork quickly,+cleft,-gap
143,True,It is annoying that Michelle lifted the paperwork quickly,-cleft,-gap
144,True,It is these pizzas that Michelle stole carefully,+cleft,+gap
144,False,It is annoying that Michelle stole carefully,-cleft,+gap
144,False,It is these pizzas that Michelle stole your jacket carefully,+cleft,-gap
144,True,It is annoying that Michelle stole your jacket carefully,-cleft,-gap
145,True,It is these pizzas that Michelle stole without falling,+cleft,+gap
145,False,It is annoying that Michelle stole without falling,-cleft,+gap
145,False,It is these pizzas that Michelle stole your jacket without falling,+cleft,-gap
145,True,It is annoying that Michelle stole your jacket without falling,-cleft,-gap
146,True,It is these pizzas that Michelle stole quickly,+cleft,+gap
146,False,It is annoying that Michelle stole quickly,-cleft,+gap
146,False,It is these pizzas that Michelle stole your jacket quickly,+cleft,-gap
146,True,It is annoying that Michelle stole your jacket quickly,-cleft,-gap
147,True,It is these pizzas that Michelle stole carefully,+cleft,+gap
147,False,It is annoying that Michelle stole carefully,-cleft,+gap
147,False,It is these pizzas that Michelle stole a phone carefully,+cleft,-gap
147,True,It is annoying that Michelle stole a phone carefully,-cleft,-gap
148,True,It is these pizzas that Michelle stole without falling,+cleft,+gap
148,False,It is annoying that Michelle stole without falling,-cleft,+gap
148,False,It is these pizzas that Michelle stole a phone without falling,+cleft,-gap
148,True,It is annoying that Michelle stole a phone without falling,-cleft,-gap
149,True,It is these pizzas that Michelle stole quickly,+cleft,+gap
149,False,It is annoying that Michelle stole quickly,-cleft,+gap
149,False,It is these pizzas that Michelle stole a phone quickly,+cleft,-gap
149,True,It is annoying that Michelle stole a phone quickly,-cleft,-gap
150,True,It is these pizzas that Michelle stole carefully,+cleft,+gap
150,False,It is annoying that Michelle stole carefully,-cleft,+gap
150,False,It is these pizzas that Michelle stole the paperwork carefully,+cleft,-gap
150,True,It is annoying that Michelle stole the paperwork carefully,-cleft,-gap
151,True,It is these pizzas that Michelle stole without falling,+cleft,+gap
151,False,It is annoying that Michelle stole without falling,-cleft,+gap
151,False,It is these pizzas that Michelle stole the paperwork without falling,+cleft,-gap
151,True,It is annoying that Michelle stole the paperwork without falling,-cleft,-gap
152,True,It is these pizzas that Michelle stole quickly,+cleft,+gap
152,False,It is annoying that Michelle stole quickly,-cleft,+gap
152,False,It is these pizzas that Michelle stole the paperwork quickly,+cleft,-gap
152,True,It is annoying that Michelle stole the paperwork quickly,-cleft,-gap
153,True,It is these pizzas that Michelle threw carefully,+cleft,+gap
153,False,It is annoying that Michelle threw carefully,-cleft,+gap
153,False,It is these pizzas that Michelle threw your jacket carefully,+cleft,-gap
153,True,It is annoying that Michelle threw your jacket carefully,-cleft,-gap
154,True,It is these pizzas that Michelle threw without falling,+cleft,+gap
154,False,It is annoying that Michelle threw without falling,-cleft,+gap
154,False,It is these pizzas that Michelle threw your jacket without falling,+cleft,-gap
154,True,It is annoying that Michelle threw your jacket without falling,-cleft,-gap
155,True,It is these pizzas that Michelle threw quickly,+cleft,+gap
155,False,It is annoying that Michelle threw quickly,-cleft,+gap
155,False,It is these pizzas that Michelle threw your jacket quickly,+cleft,-gap
155,True,It is annoying that Michelle threw your jacket quickly,-cleft,-gap
156,True,It is these pizzas that Michelle threw carefully,+cleft,+gap
156,False,It is annoying that Michelle threw carefully,-cleft,+gap
156,False,It is these pizzas that Michelle threw a phone carefully,+cleft,-gap
156,True,It is annoying that Michelle threw a phone carefully,-cleft,-gap
157,True,It is these pizzas that Michelle threw without falling,+cleft,+gap
157,False,It is annoying that Michelle threw without falling,-cleft,+gap
157,False,It is these pizzas that Michelle threw a phone without falling,+cleft,-gap
157,True,It is annoying that Michelle threw a phone without falling,-cleft,-gap
158,True,It is these pizzas that Michelle threw quickly,+cleft,+gap
158,False,It is annoying that Michelle threw quickly,-cleft,+gap
158,False,It is these pizzas that Michelle threw a phone quickly,+cleft,-gap
158,True,It is annoying that Michelle threw a phone quickly,-cleft,-gap
159,True,It is these pizzas that Michelle threw carefully,+cleft,+gap
159,False,It is annoying that Michelle threw carefully,-cleft,+gap
159,False,It is these pizzas that Michelle threw the paperwork carefully,+cleft,-gap
159,True,It is annoying that Michelle threw the paperwork carefully,-cleft,-gap
160,True,It is these pizzas that Michelle threw without falling,+cleft,+gap
160,False,It is annoying that Michelle threw without falling,-cleft,+gap
160,False,It is these pizzas that Michelle threw the paperwork without falling,+cleft,-gap
160,True,It is annoying that Michelle threw the paperwork without falling,-cleft,-gap
161,True,It is these pizzas that Michelle threw quickly,+cleft,+gap
161,False,It is annoying that Michelle threw quickly,-cleft,+gap
161,False,It is these pizzas that Michelle threw the paperwork quickly,+cleft,-gap
161,True,It is annoying that Michelle threw the paperwork quickly,-cleft,-gap
162,True,It is those balls that Susan lifted carefully,+cleft,+gap
162,False,It is obvious that Susan lifted carefully,-cleft,+gap
162,False,It is those balls that Susan lifted your jacket carefully,+cleft,-gap
162,True,It is obvious that Susan lifted your jacket carefully,-cleft,-gap
163,True,It is those balls that Susan lifted without falling,+cleft,+gap
163,False,It is obvious that Susan lifted without falling,-cleft,+gap
163,False,It is those balls that Susan lifted your jacket without falling,+cleft,-gap
163,True,It is obvious that Susan lifted your jacket without falling,-cleft,-gap
164,True,It is those balls that Susan lifted quickly,+cleft,+gap
164,False,It is obvious that Susan lifted quickly,-cleft,+gap
164,False,It is those balls that Susan lifted your jacket quickly,+cleft,-gap
164,True,It is obvious that Susan lifted your jacket quickly,-cleft,-gap
165,True,It is those balls that Susan lifted carefully,+cleft,+gap
165,False,It is obvious that Susan lifted carefully,-cleft,+gap
165,False,It is those balls that Susan lifted a phone carefully,+cleft,-gap
165,True,It is obvious that Susan lifted a phone carefully,-cleft,-gap
166,True,It is those balls that Susan lifted without falling,+cleft,+gap
166,False,It is obvious that Susan lifted without falling,-cleft,+gap
166,False,It is those balls that Susan lifted a phone without falling,+cleft,-gap
166,True,It is obvious that Susan lifted a phone without falling,-cleft,-gap
167,True,It is those balls that Susan lifted quickly,+cleft,+gap
167,False,It is obvious that Susan lifted quickly,-cleft,+gap
167,False,It is those balls that Susan lifted a phone quickly,+cleft,-gap
167,True,It is obvious that Susan lifted a phone quickly,-cleft,-gap
168,True,It is those balls that Susan lifted carefully,+cleft,+gap
168,False,It is obvious that Susan lifted carefully,-cleft,+gap
168,False,It is those balls that Susan lifted the paperwork carefully,+cleft,-gap
168,True,It is obvious that Susan lifted the paperwork carefully,-cleft,-gap
169,True,It is those balls that Susan lifted without falling,+cleft,+gap
169,False,It is obvious that Susan lifted without falling,-cleft,+gap
169,False,It is those balls that Susan lifted the paperwork without falling,+cleft,-gap
169,True,It is obvious that Susan lifted the paperwork without falling,-cleft,-gap
170,True,It is those balls that Susan lifted quickly,+cleft,+gap
170,False,It is obvious that Susan lifted quickly,-cleft,+gap
170,False,It is those balls that Susan lifted the paperwork quickly,+cleft,-gap
170,True,It is obvious that Susan lifted the paperwork quickly,-cleft,-gap
171,True,It is those balls that Susan stole carefully,+cleft,+gap
171,False,It is obvious that Susan stole carefully,-cleft,+gap
171,False,It is those balls that Susan stole your jacket carefully,+cleft,-gap
171,True,It is obvious that Susan stole your jacket carefully,-cleft,-gap
172,True,It is those balls that Susan stole without falling,+cleft,+gap
172,False,It is obvious that Susan stole without falling,-cleft,+gap
172,False,It is those balls that Susan stole your jacket without falling,+cleft,-gap
172,True,It is obvious that Susan stole your jacket without falling,-cleft,-gap
173,True,It is those balls that Susan stole quickly,+cleft,+gap
173,False,It is obvious that Susan stole quickly,-cleft,+gap
173,False,It is those balls that Susan stole your jacket quickly,+cleft,-gap
173,True,It is obvious that Susan stole your jacket quickly,-cleft,-gap
174,True,It is those balls that Susan stole carefully,+cleft,+gap
174,False,It is obvious that Susan stole carefully,-cleft,+gap
174,False,It is those balls that Susan stole a phone carefully,+cleft,-gap
174,True,It is obvious that Susan stole a phone carefully,-cleft,-gap
175,True,It is those balls that Susan stole without falling,+cleft,+gap
175,False,It is obvious that Susan stole without falling,-cleft,+gap
175,False,It is those balls that Susan stole a phone without falling,+cleft,-gap
175,True,It is obvious that Susan stole a phone without falling,-cleft,-gap
176,True,It is those balls that Susan stole quickly,+cleft,+gap
176,False,It is obvious that Susan stole quickly,-cleft,+gap
176,False,It is those balls that Susan stole a phone quickly,+cleft,-gap
176,True,It is obvious that Susan stole a phone quickly,-cleft,-gap
177,True,It is those balls that Susan stole carefully,+cleft,+gap
177,False,It is obvious that Susan stole carefully,-cleft,+gap
177,False,It is those balls that Susan stole the paperwork carefully,+cleft,-gap
177,True,It is obvious that Susan stole the paperwork carefully,-cleft,-gap
178,True,It is those balls that Susan stole without falling,+cleft,+gap
178,False,It is obvious that Susan stole without falling,-cleft,+gap
178,False,It is those balls that Susan stole the paperwork without falling,+cleft,-gap
178,True,It is obvious that Susan stole the paperwork without falling,-cleft,-gap
179,True,It is those balls that Susan stole quickly,+cleft,+gap
179,False,It is obvious that Susan stole quickly,-cleft,+gap
179,False,It is those balls that Susan stole the paperwork quickly,+cleft,-gap
179,True,It is obvious that Susan stole the paperwork quickly,-cleft,-gap
180,True,It is those balls that Susan threw carefully,+cleft,+gap
180,False,It is obvious that Susan threw carefully,-cleft,+gap
180,False,It is those balls that Susan threw your jacket carefully,+cleft,-gap
180,True,It is obvious that Susan threw your jacket carefully,-cleft,-gap
181,True,It is those balls that Susan threw without falling,+cleft,+gap
181,False,It is obvious that Susan threw without falling,-cleft,+gap
181,False,It is those balls that Susan threw your jacket without falling,+cleft,-gap
181,True,It is obvious that Susan threw your jacket without falling,-cleft,-gap
182,True,It is those balls that Susan threw quickly,+cleft,+gap
182,False,It is obvious that Susan threw quickly,-cleft,+gap
182,False,It is those balls that Susan threw your jacket quickly,+cleft,-gap
182,True,It is obvious that Susan threw your jacket quickly,-cleft,-gap
183,True,It is those balls that Susan threw carefully,+cleft,+gap
183,False,It is obvious that Susan threw carefully,-cleft,+gap
183,False,It is those balls that Susan threw a phone carefully,+cleft,-gap
183,True,It is obvious that Susan threw a phone carefully,-cleft,-gap
184,True,It is those balls that Susan threw without falling,+cleft,+gap
184,False,It is obvious that Susan threw without falling,-cleft,+gap
184,False,It is those balls that Susan threw a phone without falling,+cleft,-gap
184,True,It is obvious that Susan threw a phone without falling,-cleft,-gap
185,True,It is those balls that Susan threw quickly,+cleft,+gap
185,False,It is obvious that Susan threw quickly,-cleft,+gap
185,False,It is those balls that Susan threw a phone quickly,+cleft,-gap
185,True,It is obvious that Susan threw a phone quickly,-cleft,-gap
186,True,It is those balls that Susan threw carefully,+cleft,+gap
186,False,It is obvious that Susan threw carefully,-cleft,+gap
186,False,It is those balls that Susan threw the paperwork carefully,+cleft,-gap
186,True,It is obvious that Susan threw the paperwork carefully,-cleft,-gap
187,True,It is those balls that Susan threw without falling,+cleft,+gap
187,False,It is obvious that Susan threw without falling,-cleft,+gap
187,False,It is those balls that Susan threw the paperwork without falling,+cleft,-gap
187,True,It is obvious that Susan threw the paperwork without falling,-cleft,-gap
188,True,It is those balls that Susan threw quickly,+cleft,+gap
188,False,It is obvious that Susan threw quickly,-cleft,+gap
188,False,It is those balls that Susan threw the paperwork quickly,+cleft,-gap
188,True,It is obvious that Susan threw the paperwork quickly,-cleft,-gap
189,True,It is those balls that Michelle lifted carefully,+cleft,+gap
189,False,It is obvious that Michelle lifted carefully,-cleft,+gap
189,False,It is those balls that Michelle lifted your jacket carefully,+cleft,-gap
189,True,It is obvious that Michelle lifted your jacket carefully,-cleft,-gap
190,True,It is those balls that Michelle lifted without falling,+cleft,+gap
190,False,It is obvious that Michelle lifted without falling,-cleft,+gap
190,False,It is those balls that Michelle lifted your jacket without falling,+cleft,-gap
190,True,It is obvious that Michelle lifted your jacket without falling,-cleft,-gap
191,True,It is those balls that Michelle lifted quickly,+cleft,+gap
191,False,It is obvious that Michelle lifted quickly,-cleft,+gap
191,False,It is those balls that Michelle lifted your jacket quickly,+cleft,-gap
191,True,It is obvious that Michelle lifted your jacket quickly,-cleft,-gap
192,True,It is those balls that Michelle lifted carefully,+cleft,+gap
192,False,It is obvious that Michelle lifted carefully,-cleft,+gap
192,False,It is those balls that Michelle lifted a phone carefully,+cleft,-gap
192,True,It is obvious that Michelle lifted a phone carefully,-cleft,-gap
193,True,It is those balls that Michelle lifted without falling,+cleft,+gap
193,False,It is obvious that Michelle lifted without falling,-cleft,+gap
193,False,It is those balls that Michelle lifted a phone without falling,+cleft,-gap
193,True,It is obvious that Michelle lifted a phone without falling,-cleft,-gap
194,True,It is those balls that Michelle lifted quickly,+cleft,+gap
194,False,It is obvious that Michelle lifted quickly,-cleft,+gap
194,False,It is those balls that Michelle lifted a phone quickly,+cleft,-gap
194,True,It is obvious that Michelle lifted a phone quickly,-cleft,-gap
195,True,It is those balls that Michelle lifted carefully,+cleft,+gap
195,False,It is obvious that Michelle lifted carefully,-cleft,+gap
195,False,It is those balls that Michelle lifted the paperwork carefully,+cleft,-gap
195,True,It is obvious that Michelle lifted the paperwork carefully,-cleft,-gap
196,True,It is those balls that Michelle lifted without falling,+cleft,+gap
196,False,It is obvious that Michelle lifted without falling,-cleft,+gap
196,False,It is those balls that Michelle lifted the paperwork without falling,+cleft,-gap
196,True,It is obvious that Michelle lifted the paperwork without falling,-cleft,-gap
197,True,It is those balls that Michelle lifted quickly,+cleft,+gap
197,False,It is obvious that Michelle lifted quickly,-cleft,+gap
197,False,It is those balls that Michelle lifted the paperwork quickly,+cleft,-gap
197,True,It is obvious that Michelle lifted the paperwork quickly,-cleft,-gap
198,True,It is those balls that Michelle stole carefully,+cleft,+gap
198,False,It is obvious that Michelle stole carefully,-cleft,+gap
198,False,It is those balls that Michelle stole your jacket carefully,+cleft,-gap
198,True,It is obvious that Michelle stole your jacket carefully,-cleft,-gap
199,True,It is those balls that Michelle stole without falling,+cleft,+gap
199,False,It is obvious that Michelle stole without falling,-cleft,+gap
199,False,It is those balls that Michelle stole your jacket without falling,+cleft,-gap
199,True,It is obvious that Michelle stole your jacket without falling,-cleft,-gap
200,True,It is those balls that Michelle stole quickly,+cleft,+gap
200,False,It is obvious that Michelle stole quickly,-cleft,+gap
200,False,It is those balls that Michelle stole your jacket quickly,+cleft,-gap
200,True,It is obvious that Michelle stole your jacket quickly,-cleft,-gap
201,True,It is those balls that Michelle stole carefully,+cleft,+gap
201,False,It is obvious that Michelle stole carefully,-cleft,+gap
201,False,It is those balls that Michelle stole a phone carefully,+cleft,-gap
201,True,It is obvious that Michelle stole a phone carefully,-cleft,-gap
202,True,It is those balls that Michelle stole without falling,+cleft,+gap
202,False,It is obvious that Michelle stole without falling,-cleft,+gap
202,False,It is those balls that Michelle stole a phone without falling,+cleft,-gap
202,True,It is obvious that Michelle stole a phone without falling,-cleft,-gap
203,True,It is those balls that Michelle stole quickly,+cleft,+gap
203,False,It is obvious that Michelle stole quickly,-cleft,+gap
203,False,It is those balls that Michelle stole a phone quickly,+cleft,-gap
203,True,It is obvious that Michelle stole a phone quickly,-cleft,-gap
204,True,It is those balls that Michelle stole carefully,+cleft,+gap
204,False,It is obvious that Michelle stole carefully,-cleft,+gap
204,False,It is those balls that Michelle stole the paperwork carefully,+cleft,-gap
204,True,It is obvious that Michelle stole the paperwork carefully,-cleft,-gap
205,True,It is those balls that Michelle stole without falling,+cleft,+gap
205,False,It is obvious that Michelle stole without falling,-cleft,+gap
205,False,It is those balls that Michelle stole the paperwork without falling,+cleft,-gap
205,True,It is obvious that Michelle stole the paperwork without falling,-cleft,-gap
206,True,It is those balls that Michelle stole quickly,+cleft,+gap
206,False,It is obvious that Michelle stole quickly,-cleft,+gap
206,False,It is those balls that Michelle stole the paperwork quickly,+cleft,-gap
206,True,It is obvious that Michelle stole the paperwork quickly,-cleft,-gap
207,True,It is those balls that Michelle threw carefully,+cleft,+gap
207,False,It is obvious that Michelle threw carefully,-cleft,+gap
207,False,It is those balls that Michelle threw your jacket carefully,+cleft,-gap
207,True,It is obvious that Michelle threw your jacket carefully,-cleft,-gap
208,True,It is those balls that Michelle threw without falling,+cleft,+gap
208,False,It is obvious that Michelle threw without falling,-cleft,+gap
208,False,It is those balls that Michelle threw your jacket without falling,+cleft,-gap
208,True,It is obvious that Michelle threw your jacket without falling,-cleft,-gap
209,True,It is those balls that Michelle threw quickly,+cleft,+gap
209,False,It is obvious that Michelle threw quickly,-cleft,+gap
209,False,It is those balls that Michelle threw your jacket quickly,+cleft,-gap
209,True,It is obvious that Michelle threw your jacket quickly,-cleft,-gap
210,True,It is those balls that Michelle threw carefully,+cleft,+gap
210,False,It is obvious that Michelle threw carefully,-cleft,+gap
210,False,It is those balls that Michelle threw a phone carefully,+cleft,-gap
210,True,It is obvious that Michelle threw a phone carefully,-cleft,-gap
211,True,It is those balls that Michelle threw without falling,+cleft,+gap
211,False,It is obvious that Michelle threw without falling,-cleft,+gap
211,False,It is those balls that Michelle threw a phone without falling,+cleft,-gap
211,True,It is obvious that Michelle threw a phone without falling,-cleft,-gap
212,True,It is those balls that Michelle threw quickly,+cleft,+gap
212,False,It is obvious that Michelle threw quickly,-cleft,+gap
212,False,It is those balls that Michelle threw a phone quickly,+cleft,-gap
212,True,It is obvious that Michelle threw a phone quickly,-cleft,-gap
213,True,It is those balls that Michelle threw carefully,+cleft,+gap
213,False,It is obvious that Michelle threw carefully,-cleft,+gap
213,False,It is those balls that Michelle threw the paperwork carefully,+cleft,-gap
213,True,It is obvious that Michelle threw the paperwork carefully,-cleft,-gap
214,True,It is those balls that Michelle threw without falling,+cleft,+gap
214,False,It is obvious that Michelle threw without falling,-cleft,+gap
214,False,It is those balls that Michelle threw the paperwork without falling,+cleft,-gap
214,True,It is obvious that Michelle threw the paperwork without falling,-cleft,-gap
215,True,It is those balls that Michelle threw quickly,+cleft,+gap
215,False,It is obvious that Michelle threw quickly,-cleft,+gap
215,False,It is those balls that Michelle threw the paperwork quickly,+cleft,-gap
215,True,It is obvious that Michelle threw the paperwork quickly,-cleft,-gap
216,True,It is those balls that Susan lifted carefully,+cleft,+gap
216,False,It is surprising that Susan lifted carefully,-cleft,+gap
216,False,It is those balls that Susan lifted your jacket carefully,+cleft,-gap
216,True,It is surprising that Susan lifted your jacket carefully,-cleft,-gap
217,True,It is those balls that Susan lifted without falling,+cleft,+gap
217,False,It is surprising that Susan lifted without falling,-cleft,+gap
217,False,It is those balls that Susan lifted your jacket without falling,+cleft,-gap
217,True,It is surprising that Susan lifted your jacket without falling,-cleft,-gap
218,True,It is those balls that Susan lifted quickly,+cleft,+gap
218,False,It is surprising that Susan lifted quickly,-cleft,+gap
218,False,It is those balls that Susan lifted your jacket quickly,+cleft,-gap
218,True,It is surprising that Susan lifted your jacket quickly,-cleft,-gap
219,True,It is those balls that Susan lifted carefully,+cleft,+gap
219,False,It is surprising that Susan lifted carefully,-cleft,+gap
219,False,It is those balls that Susan lifted a phone carefully,+cleft,-gap
219,True,It is surprising that Susan lifted a phone carefully,-cleft,-gap
220,True,It is those balls that Susan lifted without falling,+cleft,+gap
220,False,It is surprising that Susan lifted without falling,-cleft,+gap
220,False,It is those balls that Susan lifted a phone without falling,+cleft,-gap
220,True,It is surprising that Susan lifted a phone without falling,-cleft,-gap
